Date,SO2,CO,PM_10,NO2
11/9/1995,4.173046091,0.8391485,21.59863416,14.863095
11/10/1995,2.294411652,0.944494036,30,11.8249998
11/11/1995,1.6382854,0.6205215,17.71794872,6.416615
11/12/1995,2.51790095,0.578221429,12,10.3811402
11/13/1995,4.036715205,0.8355032,21,16.9016666
11/14/1995,5.785608614,0.6200199,17,10.3050394
11/15/1995,4.448611682,0.743488767,20,18.6046094
11/16/1995,4.297490696,1.224581821,28,24.8246424
11/17/1995,3.752755065,1.109202833,31.05405405,26.0083334
11/18/1995,4.051341864,0.910678857,26,19.5833332
11/19/1995,4.232310818,0.82946425,25,19.7416666
11/20/1995,5.058382304,1.136913867,42,23.6585498
11/21/1995,4.090221522,0.895608767,33,14.9609648
11/22/1995,3.222592261,0.970535733,23,19.135145
11/23/1995,2.329660283,0.8803157,18.78947368,16.8726188
11/24/1995,4.865336674,0.8661111,21,13.6666666
11/25/1995,2.735327891,0.749728833,17,12.625
11/26/1995,3.514541783,0.8672221,25,16.6500002
11/27/1995,1.290089891,1.122052867,30,15.0167542
11/28/1995,2.291419065,1.095345033,33,14.8728788
11/29/1995,3.43981063,0.7736038,14.84615385,10.2019608
11/30/1995,5.144832326,0.9651971,30,19.626087
12/1/1995,7.861157333,1.163503333,35,24.7666668
12/2/1995,3.41286731,0.956567467,29,19.8678572
12/3/1995,2.507251071,0.872449467,28,14.8583332
12/4/1995,3.150672795,1.122046133,21.59863416,16.0483334
12/5/1995,2.198133795,1.3439466,28.92105263,18.3871212
12/6/1995,2.908920705,1.3566787,39,19.2840582
12/7/1995,3.294386136,1.315415967,35,14.6654762
12/8/1995,4.603367795,1.1770795,34,18.3166668
12/9/1995,2.931833524,0.8814881,28,9.5880952
12/10/1995,3.85476,0.569987433,18,7.5083334
12/11/1995,9.298111095,0.926665967,23.61111111,21.4808332
12/12/1995,6.273046452,0.908631167,29,20.7811594
12/13/1995,2.76975581,0.9401329,25,18.2733334
12/14/1995,5.801090143,1.110402933,26,20.5440476
12/15/1995,8.210661929,1.3525833,29,19.558333
12/16/1995,3.45699065,0.946640167,21,13.5166666
12/17/1995,4.04891235,0.7888889,14.2,13.2916666
12/18/1995,3.691832762,0.893309767,24,11.6938096
12/19/1995,1.333976575,0.711629367,29,7.2651514
12/20/1995,6.806879175,0.655175033,26,7.3
12/21/1995,4.65873795,0.849580033,21,10.6394924
12/22/1995,6.667814675,0.905711233,28,14.25
12/23/1995,6.722569075,0.661620367,15.8,9.2619048
12/24/1995,6.679947725,0.6675631,22,11.0083332
12/25/1995,5.0382938,0.778377367,20,15.5119046
12/26/1995,5.840280725,0.982639267,26,12.321212
12/27/1995,5.6883295,1.228568,34,17.8916668
12/28/1995,4.977064316,1.1391321,38,13.0899998
12/29/1995,4.44633415,0.9566667,26.66666667,18.3666666
12/30/1995,7.196581625,1.0726058,27,19.9071428
12/31/1995,3.831025526,0.791712267,14,11.3666668
1/1/1996,3.397919725,0.624935833,13,9.08
1/2/1996,1.124941775,0.648475833,27,4.9560604
1/3/1996,2.276935525,0.8188517,23,8.764855
1/4/1996,6.20258295,1.1147903,21.97297297,19.3559524
1/5/1996,4.22763005,1.167321433,33,22.3083334
1/6/1996,4.138456921,0.8462566,22,17.7238096
1/7/1996,6.781009711,0.481287933,18,5.3166666
1/8/1996,8.576956605,0.509296,22,11.1966668
1/9/1996,4.166375737,1.039915133,29,21.6722944
1/10/1996,6.865079132,0.9879468,22.975,23.9077486
1/11/1996,6.776633263,1.326660367,21.59863416,21.3631398
1/12/1996,4.924076775,0.606722233,19,9.9630954
1/13/1996,5.527725316,0.720158767,19,18.2809524
1/14/1996,4.323427861,1.171275267,26,19.5235292
1/15/1996,6.871992447,1.407173233,36,24.7395835
1/16/1996,4.1594573,1.0303975,25.225,18.9688895
1/17/1996,7.41307725,0.9593827,31,15.7216666
1/18/1996,1.8053515,0.777735533,26,8.322619
1/19/1996,6.346574158,0.630157033,27,9.6083336
1/20/1996,6.4362037,0.799695767,25,16.8583332
1/21/1996,4.070156875,0.706515167,29,12.4614034
1/22/1996,7.313256024,0.871798,26.2,16.5844446
1/23/1996,6.258371024,1.005683,33,17.3325758
1/24/1996,3.50035569,0.800259333,31,10.5959524
1/25/1996,4.074061048,0.7767727,26,13.9583944
1/26/1996,3.2464076,0.8831082,34,10.7916666
1/27/1996,3.488444632,0.658306933,20,7.145238
1/28/1996,3.506696472,0.571667033,16.38461538,11.3833334
1/29/1996,3.495233475,1.089924429,34,21.5190474
1/30/1996,1.4153664,1.096600286,26,13.9393938
1/31/1996,4.439133,0.897343,19,10.634091
2/1/1996,6.533332262,0.8315662,16,10.48359283
2/2/1996,7.408980548,0.742777733,28,8.1863636
2/3/1996,9.422640786,0.640872933,13.48648649,7.0369048
2/4/1996,9.9391284,0.494090933,18,5.0166668
2/5/1996,6.95427331,0.8461906,24,18.00551517
2/6/1996,7.361003833,0.891114567,28,17.5021645
2/7/1996,6.339683024,0.957494933,25,19.27083333
2/8/1996,2.714000818,1.129040933,25,18.9290295
2/9/1996,2.002234826,1.324574067,22.20512821,17.7430555
2/10/1996,0.978813136,1.032698367,21,10.7281745
2/11/1996,2.159142727,0.903724767,18,9.534722167
2/12/1996,6.600835614,0.638738267,24,8.125
2/13/1996,4.760273196,0.8685512,20,16.48309167
2/14/1996,1.739049522,1.046118345,24,15.0180555
2/15/1996,1.505143196,0.743700143,18.69444444,10.58668917
2/16/1996,5.149510457,0.557313267,30,6.5555555
2/17/1996,5.806894087,0.700494033,21,11.27638883
2/18/1996,3.886875935,1.012866133,23,12.525
2/19/1996,2.484866295,0.965595733,23,11.0559524
2/20/1996,2.143851024,0.893436833,29,10.1416666
2/21/1996,1.765690386,1.034937333,23.86842105,10.585
2/22/1996,2.193770295,0.9085233,23,10.42757933
2/23/1996,1.808873978,0.8788164,22,9.364899
2/24/1996,2.576751848,0.806607167,19,11.00496033
2/25/1996,7.062816522,0.9145833,25,12.52083317
2/26/1996,2.47741213,1.1322795,31,11.38052733
2/27/1996,3.57904463,0.937578433,23.28205128,9.204419
2/28/1996,2.934401913,0.7643691,25,7.2166666
2/29/1996,3.677386891,0.856616333,26,11.82872983
3/1/1996,4.523039348,1.013253933,29,14.70138883
3/2/1996,4.226462136,0.824398167,21.59863416,13.888889
3/3/1996,4.35808387,0.785568133,18,16.576389
3/4/1996,4.602519152,0.803449233,24.36842105,16.58025267
3/5/1996,3.634244864,0.807938633,31,9.7489845
3/6/1996,1.408767065,0.7599544,21.59863416,5.840277833
3/7/1996,3.972094348,0.641068667,27,5.414953
3/8/1996,6.785307848,0.601666667,17,4.993055667
3/9/1996,8.062671674,0.62116,19,9.217261833
3/10/1996,4.750560386,0.5891541,15.28205128,8.597222333
3/11/1996,5.755507652,0.800129467,16,16.58101867
3/12/1996,5.667044674,0.9482146,10,19.95202017
3/13/1996,3.997816591,1.066293667,14,20.66488083
3/14/1996,4.550111159,1.190148767,18.5,16.9294812
3/15/1996,2.088938152,1.302995233,17.5,13.4083334
3/16/1996,1.442007696,0.761878333,17.9,7.7107142
3/17/1996,2.148394087,0.6981692,12.5,6.6916668
3/18/1996,2.063549674,0.666661633,14.5,5.1983334
3/19/1996,1.621414761,0.5944337,18,4.190025333
3/20/1996,2.516171543,0.651590433,21,3.736985333
3/21/1996,4.58095413,0.635380967,18.5,10.7685575
3/22/1996,4.129258391,0.919480667,26.525,17.69444467
3/23/1996,5.475255696,1.008710333,29.5,17.917298
3/24/1996,5.084674043,0.677752567,26,7.083333333
3/25/1996,2.908621522,0.742661933,22.5,8.1853175
3/26/1996,2.892945761,0.83539,17.5,9.277146333
3/27/1996,5.994947023,0.8257729,21,8.813643667
3/28/1996,3.152438357,0.787440833,14.85,11.04464283
3/29/1996,2.528075068,0.8358738,20,14.8125
3/30/1996,3.348790432,0.803201033,20.5,10.24503983
3/31/1996,3.457006614,0.6674748,12.5,8.6805555
4/1/1996,7.724442227,0.5548788,16.5,6.6430555
4/2/1996,5.408087614,0.646407,15,13.62989133
4/3/1996,5.933817022,0.902599333,23,16.65277783
4/4/1996,3.643214739,0.823414967,27.5,14.97210167
4/5/1996,5.8807425,0.9854418,25,13.0078505
4/6/1996,3.391584543,0.866931222,23,8.515872833
4/7/1996,5.3105792,0.594157846,17,7.5069445
4/8/1996,3.511426478,1.139230192,27,18.85950617
4/9/1996,5.095854935,0.800006833,26.525,11.78192633
4/10/1996,5.593631804,0.679299533,23,11.77083333
4/11/1996,4.84892913,0.861164333,31,15.279762
4/12/1996,4.088576304,0.8206945,30.5,11.8055555
4/13/1996,2.062228283,0.6245322,30.5,6.6636905
4/14/1996,3.722478786,0.602916733,22.5,5.548611333
4/15/1996,2.180309717,0.676810467,20.65,6.670635
4/16/1996,4.347406196,0.615947767,11.5,10.00126267
4/17/1996,4.694765522,0.916406967,20,18.68472233
4/18/1996,2.987580609,0.828519867,18,9.766106333
4/19/1996,2.058249196,0.8545106,23,7.888888833
4/20/1996,2.531526957,0.732247533,28.5,6.774621167
4/21/1996,4.83432013,0.5717677,24.925,5.347222333
4/22/1996,4.128913348,0.692417267,30.5,5.115404
4/23/1996,3.275271087,0.676807533,29.5,8.272875833
4/24/1996,5.070215609,0.7777839,7,10.80092583
4/25/1996,2.49711837,0.780451933,17,9.393849
4/26/1996,2.280046935,0.781805567,26.5,7.229166667
4/27/1996,4.09216963,0.7135317,21.68292683,8.003968167
4/28/1996,2.061308413,0.6186111,28.5,5.8958335
4/29/1996,2.407348848,0.6992091,25.5,5.313888833
4/30/1996,4.294100391,0.707411,14,8.274116167
5/1/1996,3.214641043,0.871631333,40,13.77588383
5/2/1996,3.886124043,0.814566367,26,11.2767855
5/3/1996,4.9335425,0.892602733,21.34210526,10.16666683
5/4/1996,2.448689652,0.742010533,22,6.878968167
5/5/1996,3.826215283,0.654898967,26,5.486111
5/6/1996,4.949622565,0.7648499,21.5,7.396710667
5/7/1996,3.53597887,0.741702133,23,8.189015167
5/8/1996,4.379823761,0.6938541,24.5,6.809829
5/9/1996,5.419725891,0.7009764,23.6,7.549007833
5/10/1996,3.896042957,0.802222233,22.5,9.2166665
5/11/1996,2.286810091,0.686337483,18.5,7.3083334
5/12/1996,4.778956476,0.61875,12.5,5.475
5/13/1996,5.055835696,0.804532567,24.5,12.776819
5/14/1996,3.176383717,0.8945367,36,12.27209617
5/15/1996,3.170560717,0.7472797,29.61538462,9.6824495
5/16/1996,3.365171261,0.7636995,33,8.640350833
5/17/1996,4.892104283,0.796099033,28.5,8.097222167
5/18/1996,3.8189835,0.788300267,25,9.6785715
5/19/1996,4.119132304,0.605568133,24,7.402778
5/20/1996,4.479845174,0.795957,26.5,7.934722333
5/21/1996,2.540071848,0.8084945,15.88095238,10.97222233
5/22/1996,2.950040522,0.799872333,24.5,10.459722
5/23/1996,4.266201087,0.925547667,29,11.52579367
5/24/1996,4.240647391,0.80997675,21.59863416,12.37379233
5/25/1996,4.222737783,0.609651357,21.5,7.813492
5/26/1996,3.039291196,0.533035714,17.5,4.881944333
5/27/1996,1.190458761,0.509732214,19.1025641,3.898611167
5/28/1996,1.638538045,0.625666429,14.5,5.002525167
5/29/1996,1.724349568,0.595085033,31,6.981421167
5/30/1996,2.249848114,0.5741958,27,8.058621833
5/31/1996,3.348979477,0.759523,30.5,12.31250017
6/1/1996,3.755358682,0.5583333,29.5,8.584325333
6/2/1996,3.922192727,0.526805567,24.075,10.9305555
6/3/1996,4.796588273,0.769696867,24.5,12.42777783
6/4/1996,5.064252955,0.710667367,23,14.527429
6/5/1996,4.273518909,0.814951167,27.5,12.56249967
6/6/1996,3.490269682,0.7951924,29.5,10.82440483
6/7/1996,4.053936738,0.8101389,23,11.95310233
6/8/1996,2.565423881,0.557777833,16.78378378,7.416666667
6/9/1996,1.62552781,0.426123733,19,5.7291665
6/10/1996,2.642896909,0.637482667,29,8.322222167
6/11/1996,1.541428659,0.641813867,37,7.248839167
6/12/1996,1.947831682,0.7794481,30,9.6953815
6/13/1996,3.537474435,0.879395233,32,8.84127
6/14/1996,2.7366465,0.7910269,18.66666667,10.00694433
6/15/1996,3.295555727,0.6467677,18,8.482142833
6/16/1996,3.659665568,0.516416667,17.5,7.972222167
6/17/1996,3.436980864,0.741827821,23.5,12.70628667
6/18/1996,3.765434136,0.7988864,22.5,13.19139483
6/19/1996,3.168593711,0.727519867,19,11.5098775
6/20/1996,1.57587887,0.795241933,15.05405405,10.16765867
6/21/1996,1.978831977,0.769861133,83,9.433333333
6/22/1996,2.024473909,0.5668849,18,8.0666664
6/23/1996,2.359364238,0.555176667,16,8.0333334
6/24/1996,3.782870295,0.751105667,23.5,8.52
6/25/1996,4.40601019,0.881350033,27,10.93181817
6/26/1996,3.089927786,0.6945136,21.63157895,9.055789
6/27/1996,5.595311711,0.9411882,24,14.16517867
6/28/1996,3.1991299,0.900404633,30,12.90057817
6/29/1996,4.601865675,0.759781867,34.5,12.2550505
6/30/1996,3.674803125,0.633434367,26.5,10.53472217
7/1/1996,6.781864909,0.858060594,32.5,11.394733
7/2/1996,2.492894182,0.785664625,30.48571429,9.082070667
7/3/1996,2.184046429,0.63626025,36,8.0024155
7/4/1996,3.266481675,0.523496719,25.5,6.651425167
7/5/1996,3.445363,0.674592313,23.5,10.234127
7/6/1996,1.335316857,0.663299875,24,7.0535715
7/7/1996,1.339776476,0.643087156,33,4.8194445
7/8/1996,1.254628227,0.8049725,32.05555556,6.0194445
7/9/1996,1.692828114,0.779551125,23.5,6.816295667
7/10/1996,2.427716705,0.82966775,30,8.531746
7/11/1996,4.775915455,0.794978469,21.59863416,10.28021917
7/12/1996,2.801077909,0.779568719,32,10.4166665
7/13/1996,1.413534619,0.720269125,33,9.53373
7/14/1996,2.748236167,0.616145813,20.78947368,7.2569445
7/15/1996,3.285999725,0.867168219,27,10.84722233
7/16/1996,3.528453881,0.847564031,20.5,10.13905117
7/17/1996,4.295860295,0.738897969,29,7.317632833
7/18/1996,6.468853432,0.752495063,34,7.926501
7/19/1996,6.357703591,0.789849344,30,8.944444333
7/20/1996,2.679823682,0.739310188,24.85714286,8.365740833
7/21/1996,1.25501969,0.550142094,20,4.9583334
7/22/1996,2.080605955,0.688556406,16.5,5.3416668
7/23/1996,2.317399818,0.647071,14.5,6.85
7/24/1996,2.984845773,0.739080469,33,9.935474333
7/25/1996,2.342768773,0.81347475,44,10.274531
7/26/1996,5.034928114,0.942232813,54.375,13.318813
7/27/1996,4.3346585,0.711135938,42.5,8.079365
7/28/1996,4.1991495,0.600509,45,6.625
7/29/1996,4.856958977,0.772497906,30.5,8.383741833
7/30/1996,2.858911295,0.788346063,11,7.638888833
7/31/1996,2.504289,0.855378219,28.5,9.476912
8/1/1996,2.453705182,0.841167313,22.23684211,7.7933805
8/2/1996,1.479043857,0.860195844,19.5,6.901872
8/3/1996,1.709468175,0.802160188,18,7.218254
8/4/1996,3.57710715,0.697691781,18.5,6.791666833
8/5/1996,2.366930405,0.863066031,25,9.6305555
8/6/1996,4.253910429,0.879528531,27.5,11.9122275
8/7/1996,4.203214455,0.900377406,27.73170732,9.5516668
8/8/1996,4.731283068,1.012983968,31,11.301857
8/9/1996,2.666074341,0.949238033,22.5,7.9833334
8/10/1996,3.123391159,0.806825367,21,8.2292718
8/11/1996,1.461122818,0.721145667,23,9.0999998
8/12/1996,2.018507273,0.8556304,28,8.2704242
8/13/1996,2.133172091,0.7958101,30.375,9.910606
8/14/1996,3.683348682,0.939538233,30.5,10.0595238
8/15/1996,3.993805136,0.9380522,30,12.6659524
8/16/1996,6.154341341,0.909685033,27,14.3674245
8/17/1996,4.839505045,0.816554267,22,13.453373
8/18/1996,4.263324905,0.6652399,26,11.20138883
8/19/1996,3.688535091,0.816527,23.53846154,9.8125
8/20/1996,4.568169636,0.741581967,24.5,9.1748735
8/21/1996,4.036997477,0.7364479,22.5,9.361111333
8/22/1996,3.58973775,0.764576033,28.5,9.919642833
8/23/1996,4.922707182,0.930428733,28,11.54861117
8/24/1996,5.627135738,1.010178567,30,12.655754
8/25/1996,4.918351571,0.804532833,17.425,9.2430555
8/26/1996,4.747672114,0.9523538,25.33333333,13.45211983
8/27/1996,4.781489864,0.857058433,17,9.288510167
8/28/1996,4.362780477,0.945265733,27,12.70366167
8/29/1996,5.448623524,0.896705167,23,10.9055565
8/30/1996,6.428367705,1.052361133,27,14.33796317
8/31/1996,5.556285023,0.8365467,18.66666667,9.431547667
9/1/1996,5.033551477,0.6983208,19,7.611111167
9/2/1996,2.750775095,0.700945533,14.5,9.822222167
9/3/1996,4.363957256,0.881666633,20,13.67920283
9/4/1996,5.736487048,0.830015567,22,11.37703833
9/5/1996,4.305847024,0.8447115,25,10.77770567
9/6/1996,2.670194333,0.925743667,25.04761905,13.559975
9/7/1996,4.003587,0.942466967,23,11.64980167
9/8/1996,6.06100481,0.7383207,22.5,9.9375
9/9/1996,3.80006125,1.015164033,21,12.4305555
9/10/1996,4.522706886,0.9875545,23,12.12689383
9/11/1996,4.145509614,1.019830867,23.5,12.87083333
9/12/1996,5.223740523,0.944162813,30.85365854,13.33844283
9/13/1996,5.181729886,1.021704065,39.5,15.24094217
9/14/1996,6.691674477,1.033273867,31,15.22123
9/15/1996,2.98761319,0.728531667,33,7.381944667
9/16/1996,1.773180548,0.708038833,27,5.447222333
9/17/1996,1.838433025,0.791310375,18,7.575126333
9/18/1996,2.987807952,0.752573719,20.11904762,7.074074
9/19/1996,5.516495455,0.911760438,23.5,14.37077917
9/20/1996,4.558573318,0.955703438,29.66666667,16.16666667
9/21/1996,1.770793318,0.741623063,23,7.779761833
9/22/1996,3.064174159,0.634481594,10,8.416666667
9/23/1996,6.140354119,0.926193375,27,16.01183583
9/24/1996,4.313499286,0.93432125,24.42105263,17.83775267
9/25/1996,5.823671705,0.882041688,25,14.05238083
9/26/1996,4.263068705,0.801408594,30.5,7.952777
9/27/1996,3.170909909,0.842299094,29,7.834596
9/28/1996,3.364947886,0.695481094,29,6.0016666
9/29/1996,4.844072727,0.702489533,11.5,8.425
9/30/1996,6.885383955,0.875750563,17.625,10.54661817
10/1/1996,5.98713925,0.831274031,18,9.5920055
10/2/1996,5.891717114,0.936096625,16.5,8.5900965
10/3/1996,5.453679227,0.937758563,15.5,9.260031833
10/4/1996,4.923580909,0.820877156,20,8.610723167
10/5/1996,5.541708023,0.659256719,19,6.1584595
10/6/1996,8.280256159,0.627829031,12.225,5.1458335
10/7/1996,5.316092023,0.730046844,16,5.190935667
10/8/1996,2.965897432,0.741453938,13.5,8.126388833
10/9/1996,3.633553929,1.02306425,38.5,14.6102695
10/10/1996,3.662204548,1.0534492,36.5,15.53403183
10/11/1996,4.005922205,0.865277767,52,16.45169067
10/12/1996,2.996820591,0.6679696,23.92307692,12.59920633
10/13/1996,3.657621841,0.573623767,26,8.583333333
10/14/1996,3.501501119,0.773513167,25,13.10203617
10/15/1996,3.90695545,0.8801647,27,15.984477
10/16/1996,3.365941881,0.9073068,23.5,13.589394
10/17/1996,3.51941731,0.961249967,19.5,13.3040476
10/18/1996,4.491833643,0.8756763,19.31707317,7.9499998
10/19/1996,4.003671976,0.6514815,19.5,10.8190476
10/20/1996,7.14594045,0.7948233,20,16.225
10/21/1996,7.3656985,1.147194533,38.5,20.3266666
10/22/1996,2.415844571,1.0080809,29,12.37413017
10/23/1996,3.752803333,0.8924224,21.59863416,11.70952367
10/24/1996,4.973656786,1.0804802,22.475,12.92843267
10/25/1996,4.013269375,1.097348433,26,10.08611117
10/26/1996,5.752448875,0.779689233,22,6.7708335
10/27/1996,3.55474115,0.665013633,21.59863416,7.6395205
10/28/1996,3.995155381,0.949429467,32,11.58583971
10/29/1996,3.879862381,0.973292467,25,8.505434714
10/30/1996,3.161512714,1.084358267,23.6097561,11.852721
10/31/1996,3.36060169,1.2493488,22.5,10.97796829
11/1/1996,3.44740269,1.210407414,28.5,9.040372429
11/2/1996,4.243400024,0.942850929,18.5,6.314026857
11/3/1996,4.408274143,0.605397714,14,9.554112714
11/4/1996,4.825557262,0.870734143,23.5,12.67069171
11/5/1996,6.77575119,0.97830225,24.81578947,10.267857
11/6/1996,6.898783524,1.03646425,24,10.70183971
11/7/1996,2.635165524,0.839655036,21,6.775384857
11/8/1996,3.583818952,0.720134833,15.5,8.057900429
11/9/1996,5.510071,0.6826918,12,10.14540814
11/10/1996,4.377819024,0.751919367,14,15.41547629
11/11/1996,5.989664775,0.920598767,20.80487805,20.81527767
11/12/1996,5.765284952,0.689037433,20,13.565476
11/13/1996,4.501737053,0.730538867,30,11.74200057
11/14/1996,3.066482949,0.7271835,26,13.07280457
11/15/1996,3.418520786,0.664166667,56,8.565476143
11/16/1996,5.975112738,0.584305533,38,6.017857286
11/17/1996,6.61179719,0.588983267,15.46341463,6.969928857
11/18/1996,4.015387024,0.964097333,22,14.98095229
11/19/1996,2.575970214,1.061137867,15,12.65398557
11/20/1996,1.290876595,0.9584618,24,9.057900571
11/21/1996,1.713591561,0.8259539,17.5,8.2703195
11/22/1996,5.726372357,0.789794633,19.5,10.324074
11/23/1996,5.725060976,0.7794709,21.83333333,12.8055555
11/24/1996,5.167982949,0.6301263,20.5,8.263888833
11/25/1996,2.412305571,0.6708253,24,6.198067667
11/26/1996,5.025843548,0.626111233,30,4.588466167
11/27/1996,6.303339214,0.7192452,21,10.4353865
11/28/1996,4.845173571,0.5452399,17,9.656024333
11/29/1996,3.729445714,0.736666667,18.35,10.7569445
11/30/1996,3.0542877,0.695833233,22.5,4.965277667
12/1/1996,2.074617619,0.535560967,24,3.6636905
12/2/1996,3.517398619,0.886223267,16,14.393609
12/3/1996,5.815269262,1.191694633,22,19.98611117
12/4/1996,4.200230214,0.889495033,19.5,16.96464633
12/5/1996,3.407383024,1.033230867,20.13953488,18.87288967
12/6/1996,1.34271919,1.163135667,27,10.931277
12/7/1996,1.876417476,0.761458321,23,7.470238
12/8/1996,4.149460575,0.578360107,12,6.786796571
12/9/1996,5.911439488,1.006856786,16,14.73928571
12/10/1996,3.989460024,1.188858607,29,17.389881
12/11/1996,2.196943167,1.2672923,22.45,14.91659033
12/12/1996,1.371988214,1.288350167,24,14.20958029
12/13/1996,3.267820881,1.1160984,20,13.94642871
12/14/1996,6.73736925,0.896111133,16.5,13.67261914
12/15/1996,4.556970275,0.831890333,20,13.91635757
12/16/1996,3.29094419,1.052500767,24.5,12.36940986
12/17/1996,3.263509619,0.9376474,16.225,10.55952371
12/18/1996,3.87262919,0.780802633,18,6.376700714
12/19/1996,4.782502262,0.714893667,17,10.01145643
12/20/1996,7.7724441,0.8582893,14,18.73611133
12/21/1996,8.487135405,0.7886111,13.5,15.15972233
12/22/1996,5.442179738,0.767963533,17.5,12.01785717
12/23/1996,3.714355707,1.022525767,20.3902439,12.66516286
12/24/1996,3.53249825,1.110911467,24,10.89725657
12/25/1996,3.942268525,1.073926767,13,10.435065
12/26/1996,5.531117425,1.0901708,21,15.49900186
12/27/1996,3.11932025,1.295645633,29,17.80952371
12/28/1996,4.106792175,1.030555633,19,12.85119043
12/29/1996,3.58136935,0.918867233,15.41463415,11.01391443
12/30/1996,4.367234225,1.075642967,22,12.26309529
12/31/1996,5.332246675,1.1480714,23,14.99999986
1/1/1997,3.8864915,0.937108393,22,13.59260971
1/2/1997,4.003862053,1.076299286,24.5,12.32699443
1/3/1997,3.903822605,0.992636536,23.5,7.447479
1/4/1997,2.1181615,0.890476107,17,5.809523714
1/5/1997,4.061022395,0.570765679,11,7.382730429
1/6/1997,5.704818421,0.863585714,17,8.438095429
1/7/1997,5.934763605,0.974824607,17,8.047877857
1/8/1997,6.582007868,0.943337964,22,11.23817257
1/9/1997,2.837845763,0.758030964,17.66666667,8.507995286
1/10/1997,5.399135842,0.869862893,15.51351351,11.73519671
1/11/1997,9.140890579,0.8980655,16.33333333,10.13095243
1/12/1997,8.159380237,0.651258107,18.66666667,8.878247
1/13/1997,9.883719316,0.78162,18,11.422479
1/14/1997,7.013429861,0.737397393,21,14.82258767
1/15/1997,3.663179842,0.921862107,22.5,15.62198514
1/16/1997,6.466797605,0.686139071,15.54054054,7.863915857
1/17/1997,9.034378553,0.700802214,13,11.75000014
1/18/1997,8.506852553,0.64479175,12.66666667,14.48214286
1/19/1997,11.22705266,1.029058429,19.33333333,21.60464557
1/20/1997,8.484672947,1.2582225,27.66666667,25.13472217
1/21/1997,10.36487282,1.397207143,40.33333333,30.298611
1/22/1997,3.355260947,0.990319821,27.2972973,12.62516467
1/23/1997,5.719053711,1.18746,28,16.72842483
1/24/1997,2.514317,0.918910154,31.5,9.4916668
1/25/1997,3.42946,0.708785077,18.5,9.2416666
1/26/1997,4.546652158,0.579326846,13.33333333,10.0166666
1/27/1997,6.419263868,0.888704071,25.33333333,11.30247257
1/28/1997,4.410839947,0.849005821,21.16666667,11.08799171
1/29/1997,5.07766965,0.868031893,28,11.59013614
1/30/1997,5.36023715,0.790489179,20.33333333,12.17466117
1/31/1997,3.814310925,0.787040607,17.33333333,10.628788
2/1/1997,1.843599275,1.174404821,22,11.6
2/2/1997,5.0442565,0.999052964,22.5,14.9333332
2/3/1997,5.9538123,0.947446821,26.73529412,14.538961
2/4/1997,3.452993325,0.866507357,26,14.42805371
2/5/1997,5.438145225,0.861160929,15,9.177018429
2/6/1997,5.7195848,0.809389214,24.66666667,14.39962557
2/7/1997,5.0373996,0.944870036,33.66666667,13.584679
2/8/1997,4.8484595,0.635119071,16.66666667,6.595238143
2/9/1997,5.9393446,0.583793286,20.94117647,6.784632
2/10/1997,8.26996875,0.770674036,25.66666667,9.079717143
2/11/1997,7.03669895,0.71212125,25.66666667,10.134199
2/12/1997,7.04895645,0.957487536,36.33333333,18.07718086
2/13/1997,3.681108225,0.790317464,34.66666667,10.74773443
2/14/1997,3.459157525,0.680247143,25,6.409632143
2/15/1997,4.755023925,0.591666821,15.05555556,9.428571429
2/16/1997,4.04228695,0.716585393,15,14.98917743
2/17/1997,4.32039985,0.705001643,20.66666667,17.76894429
2/18/1997,5.54614705,0.797475821,31.5,14.98136643
2/19/1997,4.413949025,0.839790357,27,11.78725229
2/20/1997,4.747191875,0.741044357,29.5,6.422840857
2/21/1997,2.85667055,0.701830929,21.76315789,5.663095143
2/22/1997,3.6787089,0.647916679,18.33333333,7.244047571
2/23/1997,6.1621497,0.645089321,14.33333333,8.619897857
2/24/1997,5.025824425,0.750021929,24.33333333,11.79649114
2/25/1997,5.0674027,0.726786643,21.33333333,11.83588429
2/26/1997,4.4494229,0.699068357,23,7.441253429
2/27/1997,3.538180475,0.636418893,22.94117647,8.778308571
2/28/1997,3.87821425,0.77127975,28.66666667,6.711180143
3/1/1997,5.3501042,0.583928607,24.66666667,4.005952429
3/2/1997,3.760047325,0.479599643,22,3.171428714
3/3/1997,2.15764105,0.662920071,31.5,9.848611167
3/4/1997,4.831600025,0.819999893,31,12.8576925
3/5/1997,3.14962215,0.757116036,22.12121212,6.836269833
3/6/1997,3.769761325,0.68691175,20.66666667,7.010204143
3/7/1997,4.5368999,0.68208875,27.66666667,14.0694445
3/8/1997,4.744836925,0.661755964,32,13.58333333
3/9/1997,6.1937181,0.557589179,27.33333333,8.4142858
3/10/1997,4.609812026,0.701993821,27.33333333,11.2733334
3/11/1997,3.783975184,0.807160607,26.58333333,11.87896817
3/12/1997,3.528525395,0.848025929,32.33333333,9.488005
3/13/1997,2.717150132,0.712372786,29.33333333,6.928571167
3/14/1997,2.62063115,0.634077464,14.33333333,6.107142714
3/15/1997,4.612553225,0.545535679,14.33333333,5.321428714
3/16/1997,3.478280925,0.536066071,15.33333333,9.886054429
3/17/1997,3.850150775,0.74095675,24.64705882,11.56666686
3/18/1997,4.030773175,0.750625143,30.66666667,7.797619
3/19/1997,2.9961005,0.783330571,24.66666667,8.369141571
