#title = mean sea level anomaly Gulf of Mexico (Annual signals removed) 
#institution = NOAA/Laboratory for Satellite Altimetry 
#references = NOAA Sea Level Rise (http://www.star.nesdis.noaa.gov/sod/lsa/SeaLevelRise/) and Radar Altimeter Database System (https://www.star.nesdis.noaa.gov/socd/lsa/RADS.php) 
#comment = Data use policy: In publications, presentations, or on web pages based on LSA data the following acknowledgment should be included: 'Altimetry data are provided by NOAA Laboratory for Satellite Altimetry.' 
#trend = 4.68 mm/year (no glacial isostatic adjustment correction) 
year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3,Sentinel-6MF
2010.53750,,23.54000,,,
2010.55140,,,42.34000,,
2010.56300,,21.82000,,,
2010.57780,,,12.11000,,
2010.59100,,26.01000,,,
2010.60590,,,32.56000,,
2010.61890,,42.12000,,,
2010.63270,,,22.64000,,
2010.64550,,26.69000,,,
2010.65980,,,11.11000,,
2010.67270,,32.09000,,,
2010.68670,,,27.15000,,
2010.69990,,28.66000,,,
2010.71430,,,19.75000,,
2010.72700,,9.94000,,,
2010.74130,,,-8.78000,,
2010.75430,,-8.26000,,,
2010.76760,,,-17.61000,,
2010.78140,,7.75000,,,
2010.79570,,,7.88000,,
2010.80920,,-5.04000,,,
2010.82270,,,-42.15000,,
2010.83570,,-50.22000,,,
2010.85020,,,-39.70000,,
2010.86270,,-20.02000,,,
2010.87710,,,11.20000,,
2010.89010,,11.34000,,,
2010.90430,,,-2.54000,,
2010.91700,,-20.98000,,,
2010.93120,,,-15.02000,,
2010.94440,,-46.57000,,,
2010.95840,,,-35.29000,,
2010.97140,,-48.52000,,,
2010.98590,,,-17.85000,,
2010.99840,,-26.04000,,,
2011.01320,,,-7.86000,,
2011.02590,,-11.57000,,,
2011.04020,,,-5.55000,,
2011.05290,,-8.89000,,,
2011.06720,,,-18.15000,,
2011.08040,,-30.73000,,,
2011.09460,,,-8.94000,,
2011.10730,,-24.19000,,,
2011.12140,,,2.00000,,
2011.13440,,-4.31000,,,
2011.14870,,,10.41000,,
2011.16140,,32.69000,,,
2011.17560,,,31.83000,,
2011.18870,,28.58000,,,
2011.20270,,,23.11000,,
2011.21580,,-1.62000,,,
2011.23010,,,13.84000,,
2011.24280,,-27.17000,,,
2011.25710,,,4.27000,,
2011.26970,,-8.65000,,,
2011.28440,,,11.04000,,
2011.29730,,-2.33000,,,
2011.31140,,,31.87000,,
2011.32440,,-0.92000,,,
2011.33850,,,17.44000,,
2011.35160,,-6.40000,,,
2011.36560,,,21.11000,,
2011.37880,,20.98000,,,
2011.39300,,,15.52000,,
2011.40600,,-2.11000,,,
2011.41990,,,1.72000,,
2011.43290,,4.27000,,,
2011.44710,,,23.58000,,
2011.46040,,32.89000,,,
2011.47460,,,39.28000,,
2011.48730,,47.45000,,,
2011.50170,,,25.63000,,
2011.51460,,27.04000,,,
2011.52830,,,29.98000,,
2011.54130,,43.86000,,,
2011.55610,,,35.41000,,
2011.56870,,38.81000,,,
2011.58270,,,36.74000,,
2011.59590,,22.09000,,,
2011.60970,,,20.74000,,
2011.62260,,25.13000,,,
2011.63730,,,48.49000,,
2011.64990,,23.77000,,,
2011.66450,,,43.98000,,
2011.67740,,16.29000,,,
2011.69160,,,14.22000,,
2011.70450,,15.42000,,,
2011.71840,,,28.61000,,
2011.73150,,10.35000,,,
2011.74610,,,18.29000,,
2011.75930,,4.84000,,,
2011.77310,,,25.21000,,
2011.78660,,46.47000,,,
2011.80030,,,22.71000,,
2011.81310,,7.00000,,,
2011.82740,,,-0.15000,,
2011.84020,,14.46000,,,
2011.85450,,,21.01000,,
2011.86730,,18.34000,,,
2011.88130,,,24.51000,,
2011.89440,,28.98000,,,
2011.90870,,,25.15000,,
2011.92110,,30.04000,,,
2011.93580,,,30.26000,,
2011.94880,,55.27000,,,
2011.96300,,,45.17000,,
2011.97580,,84.94000,,,
2011.99040,,,47.40000,,
2012.00320,,38.20000,,,
2012.01750,,,44.12000,,
2012.03020,,19.30000,,,
2012.04440,,,42.12000,,
2012.05750,,33.37000,,,
2012.07120,,,57.60000,,
2012.08410,,22.05000,,,
2012.09930,,,66.30000,,
2012.11120,,48.23000,,,
2012.12590,,,47.43000,,
2012.12740,,153.14000,,,
2012.15340,,,45.38000,,
2012.16660,,21.89000,,,
2012.18040,,,56.73000,,
2012.20720,,,78.04000,,
2012.23440,,,68.08000,,
2012.26170,,,73.70000,,
2012.28890,,,73.82000,,
2012.31620,,,71.76000,,
2012.34220,,,68.15000,,
2012.36550,,55.50000,,,
2012.37000,,,83.71000,,
2012.39550,,50.80000,,,
2012.39720,,,54.20000,,
2012.42470,,,53.56000,,
2012.42510,,64.09000,,,
2012.45150,,,87.79000,,
2012.45390,,98.25000,,,
2012.47420,,79.77000,,,
2012.47880,,,86.87000,,
2012.49630,,103.83000,,,
2012.50610,,,93.68000,,
2012.52620,,47.97000,,,
2012.53280,,,52.91000,,
2012.55510,,63.54000,,,
2012.56030,,,77.63000,,
2012.58420,,75.38000,,,
2012.58740,,,65.24000,,
2012.60480,,39.46000,,,
2012.61470,,,54.31000,,
2012.62620,,73.69000,,,
2012.64180,,,51.09000,,
2012.65760,,90.74000,,,
2012.66950,,,61.44000,,
2012.68500,,62.41000,,,
2012.69590,,,64.13000,,
2012.71470,,34.69000,,,
2012.72310,,,68.67000,,
2012.73500,,6.41000,,,
2012.75010,,,38.23000,,
2012.75620,,25.73000,,,
2012.77770,,,49.77000,,
2012.78660,,24.67000,,,
2012.80440,,,56.12000,,
2012.81460,,42.07000,,,
2012.83170,,,47.33000,,
2012.83530,,50.84000,,,
2012.85720,,37.41000,,,
2012.85900,,,42.46000,,
2012.88630,,,52.04000,,
2012.88770,,53.61000,,,
2012.91290,,,70.67000,,
2012.91660,,63.80000,,,
2012.94000,,,40.05000,,
2012.94530,,54.55000,,,
2012.96570,,37.67000,,,
2012.96750,,,46.38000,,
2012.98700,,47.66000,,,
2012.99460,,,46.87000,,
2013.01840,,72.65000,,,
2013.02210,,,67.91000,,
2013.04670,,70.98000,,,
2013.04870,,,71.18000,,
2013.07530,,62.18000,,,
2013.07610,,,66.70000,,
2013.09600,,41.80000,,,
2013.10300,,,77.82000,,
2013.11770,,65.25000,,,
2013.13030,,,44.06000,,
2013.14770,,28.39000,,,
2013.15750,,,40.34000,,
2013.16180,,-41.03000,,,
2013.18440,,,70.51000,,
2013.21180,,,92.79000,,
2013.21620,,71.61000,,,
2013.22630,,55.84000,,,
2013.22990,,,116.08000,,
2013.24740,,50.96000,,,
2013.26970,,,33.78000,,
2013.27810,,40.54000,,,
2013.29270,,,54.80000,,
2013.30630,,40.13000,,,
2013.32030,,,60.16000,,
2013.32680,,46.75000,,,
2013.34760,,,59.51000,,
2013.34830,,42.60000,,,
2013.37480,,,43.27000,,
2013.37850,,44.64000,,,
2013.40200,,,48.51000,,
2013.40800,,36.98000,,,
2013.42890,,,19.20000,,
2013.43680,,0.35000,,,
2013.45550,,,25.12000,,
2013.45720,,32.71000,,,
2013.46640,,-42.59000,,,
2013.48330,,,41.28000,,
2013.51020,,,64.01000,,
2013.53750,,,44.77000,,
2013.56450,,,24.14000,,
2013.59200,,,22.96000,,
2013.61880,,,28.32000,,
2013.64620,,,39.73000,,
2013.66890,,,55.66000,,
2013.70730,,,6.40000,,
2013.72860,,,17.42000,,
2013.75440,,,27.92000,,
2013.78210,,,37.38000,,
2013.80900,,,51.49000,,
2013.83620,,,70.32000,,
2013.86290,,,42.43000,,
2013.89000,,,61.83000,,
2013.91770,,,50.74000,,
2013.94510,,,70.24000,,
2013.97220,,,42.09000,,
2013.99960,,,53.45000,,
2014.02630,,,25.36000,,
2014.05350,,,39.09000,,
2014.08030,,,57.19000,,
2014.10760,,,60.28000,,
2014.13480,,,46.14000,,
2014.16230,,,40.55000,,
2014.18940,,,37.85000,,
2014.21630,,,28.70000,,
2014.24330,,,41.36000,,
2014.27030,,,42.81000,,
2014.29730,,,38.91000,,
2014.32500,,,68.67000,,
2014.35200,,,76.89000,,
2014.37920,,,36.07000,,
2014.40580,,,29.43000,,
2014.43400,,,20.57000,,
2014.46070,,,49.40000,,
2014.48760,,,63.55000,,
2014.51450,,,63.59000,,
2014.54240,,,25.79000,,
2014.56920,,,32.02000,,
2014.59720,,,46.73000,,
2014.62390,,,50.09000,,
2014.65080,,,53.25000,,
2014.67700,,,62.24000,,
2014.70490,,,62.42000,,
2014.73240,,,53.56000,,
2014.75970,,,69.80000,,
2014.78590,,,70.38000,,
2014.81410,,,74.45000,,
2014.84030,,,52.47000,,
2014.86840,,,64.29000,,
2014.89390,,,69.64000,,
2014.92230,,,76.94000,,
2014.94930,,,65.06000,,
2014.97760,,,49.58000,,
2015.00300,,,66.75000,,
2015.03050,,,72.97000,,
2015.05800,,,80.41000,,
2015.08490,,,85.44000,,
2015.11200,,,69.03000,,
2015.13920,,,87.02000,,
2015.16620,,,68.08000,,
2015.19340,,,52.41000,,
2015.22070,,,74.87000,,
2015.24790,,,39.21000,,
2015.27500,,,46.32000,,
2015.30220,,,61.02000,,
2015.32990,,,92.10000,,
2015.35660,,,85.31000,,
2015.38340,,,74.84000,,
2015.41060,,,54.96000,,
2015.43750,,,62.22000,,
2015.46510,,,76.62000,,
2015.49220,,,89.14000,,
2015.51920,,,67.26000,,
2015.54610,,,81.34000,,
2015.57320,,,96.30000,,
2015.60010,,,82.64000,,
2015.62870,,,69.56000,,
2015.65510,,,87.26000,,
2015.68240,,,79.62000,,
2015.70900,,,65.98000,,
2015.73670,,,78.22000,,
2015.76320,,,101.10000,,
2015.79100,,,111.91000,,
2015.81780,,,92.58000,,
2015.84450,,,69.10000,,
2015.87220,,,88.34000,,
2015.89950,,,109.41000,,
2015.92650,,,113.76000,,
2015.95330,,,111.88000,,
2015.98090,,,127.30000,,
2016.00810,,,133.12000,,
2016.03550,,,116.61000,,
2016.06280,,,99.09000,,
2016.08940,,,114.39000,,
2016.11660,,,113.34000,,
2016.12210,,,,116.61000,
2016.14310,,,,79.21000,
2016.14400,,,92.36000,,
2016.17020,,,,75.66000,
2016.17100,,,88.24000,,
2016.19370,,,,61.28000,
2016.19850,,,71.69000,,
2016.22460,,,,63.49000,
2016.22550,,,66.61000,,
2016.25110,,,61.55000,,
2016.25150,,,,66.84000,
2016.27870,,,,78.96000,
2016.27960,,,89.52000,,
2016.30560,,,,113.66000,
2016.30660,,,116.36000,,
2016.33300,,,,127.56000,
2016.33380,,,114.95000,,
2016.36020,,,,124.96000,
2016.36100,,,109.59000,,
2016.38750,,,,92.71000,
2016.38830,,,86.19000,,
2016.41450,,,,82.21000,
2016.41500,,,78.91000,,
2016.44200,,,,103.30000,
2016.44270,,,88.98000,,
2016.46900,,,,98.22000,
2016.46940,,,82.98000,,
2016.49590,,,,98.88000,
2016.49650,,,87.11000,,
2016.52310,,,,91.68000,
2016.52370,,,89.18000,,
2016.55020,,,,123.40000,
2016.55090,,,104.78000,,
2016.57740,,,,116.42000,
2016.57840,,,95.54000,,
2016.60430,,,,113.79000,
2016.60530,,,84.53000,,
2016.63160,,,,75.58000,
2016.63280,,,60.12000,,
2016.65860,,,,89.55000,
2016.65930,,,75.52000,,
2016.68610,,,,104.74000,
2016.68720,,,75.36000,,
2016.71290,,,,89.60000,
2016.71390,,,82.30000,,
2016.74030,,,,86.49000,
2016.74120,,,96.73000,,
2016.76750,,,,86.66000,
2016.78960,,,129.03000,,
2016.79470,,,,103.40000,
2016.80850,,,104.49000,,
2016.82170,,,,122.47000,
2016.83570,,,123.48000,,
2016.84880,,,,124.04000,
2016.86260,,,114.32000,,
2016.87610,,,,124.58000,
2016.88970,,,92.89000,,
2016.90330,,,,84.88000,
2016.91710,,,59.83000,,
2016.92840,,,,84.43000,
2016.94420,,,87.85000,,
2016.95740,,,,112.51000,
2016.97140,,,99.54000,,
2016.98450,,,,117.27000,
2016.99840,,,100.61000,,
2017.01180,,,,122.20000,
2017.02580,,,129.92000,,
2017.03900,,,,130.76000,
2017.05240,,,90.94000,,
2017.06580,,,,94.14000,
2017.07980,,,82.13000,,
2017.09320,,,,79.75000,
2017.10710,,,79.27000,,
2017.12040,,,,60.78000,
2017.13430,,,90.68000,,
2017.14760,,,,79.09000,
2017.16110,,,109.13000,,
2017.17470,,,,108.98000,
2017.18810,,,99.65000,,
2017.20190,,,,81.76000,
2017.20410,,,131.04000,,
2017.22910,,,,68.97000,
2017.25140,,,93.78000,,
2017.25610,,,,84.10000,
2017.26990,,,95.22000,,
2017.28330,,,,89.14000,
2017.29690,,,115.33000,,
2017.31050,,,,95.80000,
2017.32390,,,113.62000,,
2017.33750,,,,93.35000,
2017.35260,,,80.70000,,
2017.36460,,,,69.90000,
2017.37130,,,71.59000,,
2017.39170,,,,80.04000,
2017.41890,,,,89.02000,
2017.44620,,,,90.31000,
2017.47340,,,,95.09000,
2017.50060,,,,97.89000,
2017.52750,,,,91.32000,
2017.55480,,,,76.35000,
2017.58200,,,,110.72000,
2017.60890,,,,93.82000,
2017.63610,,,,65.20000,
2017.66320,,,,68.73000,
2017.69070,,,,70.80000,
2017.71780,,,,52.32000,
2017.74490,,,,82.23000,
2017.77170,,,,123.47000,
2017.79930,,,,120.42000,
2017.82620,,,,53.61000,
2017.85350,,,,57.94000,
2017.88040,,,,96.27000,
2017.90760,,,,85.37000,
2017.93480,,,,84.04000,
2017.96190,,,,55.66000,
2017.98890,,,,62.77000,
2018.01610,,,,70.86000,
2018.04360,,,,66.94000,
2018.07070,,,,71.78000,
2018.09760,,,,94.31000,
2018.12480,,,,95.92000,
2018.15200,,,,72.89000,
2018.17910,,,,101.57000,
2018.20610,,,,78.24000,
2018.23350,,,,94.17000,
2018.26060,,,,119.79000,
2018.28790,,,,84.86000,
2018.31490,,,,50.79000,
2018.34200,,,,50.17000,
2018.36920,,,,73.65000,
2018.39620,,,,88.78000,
2018.42330,,,,65.95000,
2018.45080,,,,61.89000,
2018.47810,,,,55.91000,
2018.50510,,,,73.07000,
2018.53160,,,,73.47000,
2018.55910,,,,67.82000,
2018.58680,,,,90.00000,
2018.61300,,,,83.43000,
2018.64060,,,,80.01000,
2018.66780,,,,87.23000,
2018.69460,,,,110.18000,
2018.72210,,,,99.01000,
2018.74940,,,,71.39000,
2018.77640,,,,119.17000,
2018.80350,,,,100.31000,
2018.83070,,,,69.16000,
2018.85730,,,,58.86000,
2018.88510,,,,79.75000,
2018.91210,,,,69.83000,
2018.93920,,,,71.72000,
2018.96640,,,,66.59000,
2018.99330,,,,71.71000,
2019.02080,,,,71.86000,
2019.04790,,,,91.61000,
2019.07540,,,,95.14000,
2019.10230,,,,127.00000,
2019.12940,,,,105.96000,
2019.14620,,,,88.23000,
2019.18790,,,,103.99000,
2019.21100,,,,107.78000,
2019.23790,,,,109.67000,
2019.25760,,,,109.76000,
2019.29230,,,,69.46000,
2019.31940,,,,88.10000,
2019.34660,,,,113.92000,
2019.37370,,,,127.75000,
2019.40070,,,,113.34000,
2019.42800,,,,120.16000,
2019.45540,,,,108.95000,
2019.48230,,,,107.33000,
2019.50940,,,,117.63000,
2019.53650,,,,110.89000,
2019.56400,,,,117.35000,
2019.59090,,,,100.29000,
2019.61820,,,,84.35000,
2019.64520,,,,86.98000,
2019.67200,,,,95.22000,
2019.69970,,,,98.35000,
2019.72680,,,,111.46000,
2019.75380,,,,142.06000,
2019.78080,,,,180.80000,
2019.80880,,,,145.39000,
2019.83520,,,,133.73000,
2019.86200,,,,137.86000,
2019.88950,,,,135.84000,
2019.91670,,,,104.80000,
2019.94390,,,,98.22000,
2019.97080,,,,82.23000,
2019.99810,,,,92.74000,
2020.02530,,,,118.87000,
2020.05240,,,,154.95000,
2020.07410,,,,132.91000,
2020.10550,,,,96.53000,
2020.13390,,,,137.01000,
2020.16100,,,,125.64000,
2020.18800,,,,107.26000,
2020.21530,,,,108.27000,
2020.24240,,,,109.33000,
2020.26950,,,,120.07000,
2020.29670,,,,138.90000,
2020.32390,,,,117.95000,
2020.35100,,,,94.34000,
2020.37830,,,,85.47000,
2020.40520,,,,114.12000,
2020.43270,,,,149.38000,
2020.45900,,,,139.15000,
2020.48690,,,,114.39000,
2020.51440,,,,101.93000,
2020.54090,,,,83.26000,
2020.56840,,,,110.98000,
2020.59560,,,,103.00000,
2020.62190,,,,91.27000,
2020.64970,,,,101.78000,
2020.67680,,,,103.88000,
2020.70420,,,,103.71000,
2020.73120,,,,150.77000,
2020.75870,,,,97.28000,
2020.78560,,,,93.94000,
2020.81110,,,,93.18000,
2020.84100,,,,93.06000,
2020.86680,,,,130.21000,
2020.89400,,,,120.56000,
2020.92120,,,,84.35000,
2020.94830,,,,65.22000,
2020.97520,,,,82.84000,
2020.97540,,,,,81.06000
2021.00260,,,,64.92000,58.71000
2021.02950,,,,,64.16000
2021.02960,,,,69.70000,
2021.05680,,,,,53.47000
2021.05690,,,,65.80000,
2021.08380,,,,,75.07000
2021.08410,,,,89.27000,
2021.11110,,,,111.88000,106.52000
2021.13830,,,,,93.44000
2021.13840,,,,98.16000,
2021.16540,,,,,78.06000
2021.16550,,,,87.70000,
2021.19260,,,,114.05000,108.45000
2021.21960,,,,101.34000,
2021.22070,,,,,95.02000
2021.24650,,,,,100.89000
2021.24680,,,,97.53000,
2021.27410,,,,104.30000,104.25000
2021.30080,,,,132.04000,
2021.30120,,,,,131.57000
2021.32840,,,,107.64000,
2021.32910,,,,,110.10000
2021.35540,,,,76.70000,
2021.35550,,,,,76.49000
2021.38270,,,,102.84000,
2021.38300,,,,,109.86000
2021.40980,,,,85.81000,86.36000
2021.43690,,,,107.01000,
2021.43700,,,,,111.08000
2021.46440,,,,113.43000,
2021.46450,,,,,113.26000
2021.48990,,,,,92.71000
2021.49100,,,,90.85000,
2021.51780,,,,,94.02000
2021.51840,,,,87.04000,
2021.54550,,,,,103.33000
2021.54560,,,,101.10000,
2021.57270,,,,91.49000,93.86000
2021.59990,,,,95.73000,
2021.60000,,,,,107.01000
2021.62690,,,,,120.49000
2021.62700,,,,99.88000,
2021.65420,,,,108.69000,118.47000
2021.68150,,,,88.72000,
2021.68210,,,,,92.79000
2021.70850,,,,,114.58000
2021.70860,,,,91.66000,
2021.73570,,,,95.45000,
2021.73580,,,,,115.70000
2021.76250,,,,,112.85000
2021.76270,,,,92.01000,
2021.78990,,,,111.80000,
2021.79000,,,,,128.58000
2021.81690,,,,,134.76000
2021.81700,,,,121.62000,
2021.84420,,,,96.40000,107.35000
2021.87130,,,,110.92000,
2021.87140,,,,,117.10000
2021.89850,,,,100.75000,107.31000
2021.92560,,,,103.06000,99.89000
2021.95270,,,,100.92000,
2021.95280,,,,,100.03000
2021.98000,,,,105.88000,101.62000
2022.00690,,,,131.32000,
2022.00710,,,,,120.63000
2022.03390,,,,130.14000,121.79000
2022.06140,,,,129.94000,119.21000
2022.08840,,,,161.42000,
2022.08860,,,,,151.60000
2022.11570,,,,132.54000,121.34000
2022.14270,,,,135.75000,
2022.14290,,,,,130.52000
2022.17010,,,,119.58000,113.27000
2022.19700,,,,105.54000,
2022.19710,,,,,103.55000
2022.22410,,,,113.24000,
2022.22430,,,,,114.04000
2022.25140,,,,79.27000,81.02000
2022.27860,,,,,68.85000
2022.30580,,,,,87.91000
2022.31920,,,,56.93000,
2022.33300,,,,,84.28000
2022.33850,,,,86.79000,
2022.35980,,,,,122.23000
2022.36550,,,,138.50000,
2022.38750,,,,,148.70000
2022.39270,,,,124.08000,
2022.41450,,,,,144.46000
2022.41980,,,,130.29000,
2022.44170,,,,,132.55000
2022.44700,,,,119.47000,
2022.46880,,,,,138.89000
2022.47400,,,,135.34000,
2022.49630,,,,,136.32000
2022.50150,,,,132.07000,
2022.52280,,,,,97.84000
2022.52850,,,,124.12000,
2022.55010,,,,,109.29000
2022.55580,,,,155.47000,
2022.57720,,,,,138.22000
2022.58270,,,,174.37000,
2022.60430,,,,,127.14000
2022.60990,,,,155.21000,
2022.63220,,,,,120.37000
2022.63740,,,,116.43000,
2022.65900,,,,,122.91000
2022.66430,,,,122.15000,
2022.68590,,,,,139.01000
2022.69150,,,,125.59000,
2022.71310,,,,,159.09000
2022.71840,,,,126.54000,
2022.74030,,,,,147.27000
2022.74590,,,,122.03000,
2022.76750,,,,,129.20000
2022.77260,,,,119.83000,
2022.79450,,,,,133.07000
2022.80020,,,,108.02000,
2022.82150,,,,,126.15000
2022.82710,,,,108.35000,
2022.84860,,,,,132.32000
2022.85410,,,,127.19000,
2022.87590,,,,,153.45000
2022.88130,,,,155.55000,
2022.90290,,,,,139.36000
2022.90840,,,,155.77000,
2022.93020,,,,,122.34000
2022.93370,,,,172.59000,
2022.95730,,,,,160.86000
2022.96140,,,,181.22000,
2022.98480,,,,,159.67000
2022.98840,,,,185.95000,
2023.01160,,,,,154.70000
2023.01570,,,,180.94000,
2023.03880,,,,,147.15000
2023.04270,,,,165.66000,
2023.06610,,,,,163.18000
2023.07140,,,,163.88000,
2023.09290,,,,,154.94000
2023.09860,,,,168.44000,
2023.12030,,,,,129.36000
2023.12600,,,,149.92000,
2023.14740,,,,,105.12000
2023.15280,,,,124.79000,
2023.17430,,,,,126.79000
2023.17980,,,,161.42000,
2023.20130,,,,,184.97000
2023.20720,,,,177.93000,
2023.22860,,,,,147.77000
2023.23430,,,,162.83000,
2023.25590,,,,,137.76000
2023.26140,,,,155.56000,
2023.28310,,,,,151.86000
2023.28870,,,,134.16000,
2023.31030,,,,,134.60000
2023.31580,,,,118.70000,
2023.33790,,,,,126.24000
2023.34280,,,,105.35000,
2023.36420,,,,,131.40000
2023.36960,,,,125.61000,
2023.39220,,,,,133.17000
2023.39740,,,,126.62000,
2023.41870,,,,,143.18000
2023.42390,,,,135.33000,
2023.44660,,,,,140.82000
2023.45150,,,,134.46000,
2023.47300,,,,,139.71000
2023.47850,,,,138.17000,
2023.50000,,,,,146.63000
2023.50600,,,,139.84000,
2023.52740,,,,,141.25000
2023.53260,,,,135.05000,
2023.55460,,,,,145.11000
2023.56000,,,,140.75000,
2023.58120,,,,,128.06000
2023.58710,,,,120.99000,
2023.60910,,,,,119.08000
2023.61410,,,,121.47000,
2023.63640,,,,,96.70000
2023.64170,,,,119.73000,
2023.66310,,,,,141.09000
2023.66870,,,,110.34000,
2023.69000,,,,,123.24000
2023.69590,,,,105.98000,
2023.71830,,,,,105.66000
2023.72320,,,,101.39000,
2023.74460,,,,,133.65000
2023.75030,,,,163.53000,
2023.77180,,,,,152.14000
2023.77740,,,,145.14000,
2023.79880,,,,,114.54000
2023.80440,,,,133.63000,
2023.82600,,,,,152.84000
2023.85280,,,,,142.22000
2023.88030,,,,,122.24000
2023.88590,,,,112.60000,
2023.90760,,,,,114.72000
2023.91280,,,,109.48000,
2023.93480,,,,,105.93000
2023.94010,,,,104.53000,
2023.96740,,,,120.06000,
2023.99440,,,,108.68000,
2024.02160,,,,115.58000,
2024.04880,,,,105.16000,
2024.07580,,,,82.75000,
2024.10300,,,,114.47000,
2024.13030,,,,101.14000,
2024.14750,,,,67.50000,
