,SO2,CO,PM_10,NO2,TOPEX/Poseidon
254,1.383351059,0.242906125,16.0,7.064492833,-23.229810145147788
255,0.258285647,0.1478035,24.5,3.365694615,31.28049448779429
256,0.492516735,0.2059166,11.28571429,4.569701083,9.314086845967154
257,0.694451969,0.1893806,28.5,3.886433538,73.94221844299396
258,1.471277794,0.176923375,23.16666667,4.937705308,71.91697582161959
259,0.572632,0.2033124,36.0,3.225506769,111.89027616690292
260,0.527783588,0.1787675,12.5,4.482915308,126.54540240889561
261,1.096187941,0.1984041,18.75,7.417693923,107.81938720519773
262,1.117477412,0.1773213,12.83333333,6.329068308,93.8879247038628
263,0.452229471,0.2157874,10.57142857,4.241704769,36.868916436086444
264,0.922576906,0.2373785,18.33333333,5.017362308,20.55
265,0.51082475,0.3503708,14.33333333,4.740238083,-6.190077924617386
266,0.553016594,0.26153825,19.41176471,4.862383538,-27.75
267,1.931021094,0.250014917,15.71428571,5.254799692,48.85
268,0.757870625,0.1287254,11.16666667,3.561207385,38.03763055688544
269,0.433677188,0.141247833,39.66666667,3.644747231,93.91481476373204
270,0.550022188,0.21446325,17.2,3.165551769,126.35757890475703
271,0.707044933,0.3613388,14.5,6.516010385,141.00369659670432
272,0.65552575,0.259086083,11.0,3.831738167,151.76686974386394
273,0.816560719,0.20851725,15.8,2.782045,126.76377401768822
274,0.384236031,0.3386285,11.2,7.462712615,131.9547939046175
275,0.511276531,0.2100457,14.5,3.041213667,104.48453824857614
276,0.903813389,0.2895492,18.86666667,5.269840083,47.31770142890945
277,0.739738111,0.361548667,18.0,7.2019535,12.047412214932057
278,0.619218765,0.230259583,23.21428571,2.296213308,-4.65
279,0.693119528,0.255314417,20.73333333,3.083300769,72.95
280,0.67209575,0.299546,17.16666667,4.335494071,64.30261575964865
281,0.484200639,0.200721333,11.0,4.028461929,95.67478458376934
282,0.342728314,0.281057071,16.33333333,2.653608077,126.13047306684913
283,0.308037969,0.271084714,10.66666667,4.015421308,131.75521832664717
284,0.548031316,0.247676643,13.66666667,5.355337154,172.409789866661
285,0.807052184,0.305166643,19.66666667,8.519551308,174.85
286,0.617054026,0.202070571,16.16666667,5.758517769,76.05324833353583
287,0.617125806,0.393971667,20.2,8.021090714,76.70951847107426
288,0.438911763,0.292359357,14.73333333,8.1113675,16.77199759987553
289,0.807361211,0.285926786,21.0,3.657763846,30.75034835925516
290,0.469548842,0.308735214,18.4,4.661302429,29.301439894273514
291,0.464642316,0.248177214,22.0,3.054276714,64.788069908078
292,0.433017132,0.296577786,31.14285714,4.283421929,65.30151216088821
293,1.273695447,0.220488,30.64285714,2.956020077,80.24386082790035
294,0.364650303,0.274291714,10.0,5.186653231,113.21
295,0.468551625,0.322874,24.5,4.992821429,107.40112866123371
296,0.84245725,0.282363,17.0,5.120774923,152.28737840195217
297,0.682198938,0.339421083,20.8,10.61990377,105.5208884140659
298,0.633923882,0.2539695,18.0,10.54895615,103.81426739052615
299,0.500499,0.27352125,15.4,3.79745975,30.775297228385625
300,0.894654639,0.347098167,15.4,9.303758769,12.583951044638079
301,0.756106528,0.2325833,22.71428571,4.073754077,10.81033330833215
302,0.561180222,0.234875,13.85714286,4.296195615,60.84211221511841
303,0.677497306,0.2127542,23.57142857,6.325834846,16.03929104713676
304,0.380605917,0.238725,18.75,2.894164769,49.95666329535648
305,0.352838,0.242670167,16.14285714,2.892210308,50.00715452471104
306,0.431132286,0.1180387,18.5,5.247416,88.99473527496586
307,0.860784486,0.261346,15.0,4.392144364,125.61
308,0.441415556,0.2572666,13.71428571,3.7373845,136.81
309,1.099245917,0.281858667,18.66666667,5.561189846,127.12323502625675
310,1.441528278,0.3205715,15.5,6.498662,88.8754085331464
311,0.719400083,0.1913208,17.14285714,5.831730769,33.60772279121439
312,0.669272353,0.2513975,16.44444444,6.291394308,35.85385109658499
313,0.565212972,0.262688,9.111111111,6.287777538,15.779309751923321
314,0.551426167,0.229638833,13.77777778,3.314429769,61.39068274271606
315,0.762050029,0.248450125,19.55555556,3.39275025,68.46629098175447
316,0.614158944,0.225180667,16.66666667,4.478525615,93.1527530732761
317,0.649661371,0.165645833,12.55555556,3.462016636,95.91773980806796
318,0.614932576,0.2534665,15.44444444,6.1661318,109.9788731767132
319,0.742150382,0.22028125,18.33333333,4.823958417,131.86546751768142
320,0.607880853,0.217625125,20.81818182,4.482367167,198.69400475277055
321,0.592878278,0.16504675,12.66666667,3.329513917,194.23753156953575
322,1.097687556,0.29565625,18.75,4.593055583,123.11
323,0.648709194,0.27609975,16.22222222,7.34051775,57.46430502410287
324,0.531918765,0.26867675,19.22222222,6.90034725,40.54110659942694
325,1.161320559,0.287453125,15.11111111,8.46611125,48.2618219555038
326,0.496503333,0.244936125,23.875,2.356155333,60.4915985654223
327,0.5284835,0.214144375,12.88888889,4.024105583,79.4568042252073
328,0.603543944,0.2485625,13.75,3.958591167,111.69241006470344
329,0.414788944,0.282181,28.77777778,2.430190917,91.61911002032366
330,0.6381656,0.274146125,34.0,2.896162167,113.83011931431318
331,0.477293394,0.243770375,20.3,2.769405273,144.6174929827538
332,0.490567361,0.226918375,16.63636364,7.3135225,180.45953206324324
333,0.7449564,0.353999875,15.44444444,7.081818182,148.57640901663783
334,0.412931222,0.152797667,12.875,3.583712,105.09459962504395
335,0.659870083,0.18406625,19.77777778,3.119950583,26.71
336,0.548617528,0.211915429,21.11111111,2.499035833,19.928171280327202
337,0.538801618,0.1184635,19.3,2.896406167,13.706341790538733
338,0.367987118,0.1721405,17.2,3.572787333,46.2
339,0.797439444,0.186938,22.7,4.315146364,72.33863074999954
340,0.685878469,0.22952075,15.77777778,3.591902,63.71071210651829
341,0.470604314,0.25117175,11.66666667,3.9497635,69.87611152201039
342,0.428769139,0.194592833,19.45454545,2.9430555,93.37581383539585
343,0.422383455,0.16032275,49.375,2.354008,138.17801256529717
344,0.650229611,0.2648055,14.54545455,4.4962949,157.7423320413703
345,0.424065971,0.388277667,9.846153846,7.7324621,164.88064372986227
346,0.476191306,0.452243,21.75,11.9619402,120.85702373271245
347,0.318998882,0.192229,13.90909091,2.2925,89.6758395271668
348,1.547684667,0.441624833,20.63636364,11.37098778,88.46237341994741
349,0.460023444,0.382979167,16.84615385,4.1250647,53.723197067675315
350,0.545716167,0.265936333,28.9,4.469697091,32.65908766996531
351,0.534383278,0.309343625,17.63636364,4.35875,40.68575372864435
352,0.628054056,0.348819125,13.8,3.46483125,106.58140995965779
353,0.604394121,0.218845,13.0,5.085745538,116.9525048573306
354,1.227206879,0.1319635,15.55555556,2.057488385,177.11
355,0.815608389,0.19315625,13.66666667,4.174558,161.16140116678787
356,0.780590438,0.391717333,14.83333333,5.36313225,187.11850780838358
357,0.782459333,0.390980875,22.5,8.748444167,171.38174210292013
358,0.733726889,0.343677,17.625,4.341161,177.9899060690098
359,0.740335278,0.207895667,13.9,5.167708333,148.35597678096178
360,0.92680925,0.3280005,18.625,6.325652417,95.16456985890613
361,0.369038421,0.189439333,31.5,2.939196417,61.63378166079867
362,0.670335833,0.3252265,29.1,3.607007667,108.41343386827128
363,0.280754158,0.2269755,19.9,2.318201273,77.59953489419125
364,0.492940605,0.30042825,16.75,5.844219818,109.54203181179537
365,0.515057559,0.339384,25.77777778,5.36380375,122.97924257681217
366,0.0316666,0.5395835,24.0,6.29375,126.91147698505227
