Date,pm10,CO,SO2,NO2
7/6/1997,26.5,0.593543828,3.376557027,9.723689565
7/7/1997,32,0.663629552,3.913647789,13.47276313
7/8/1997,43,0.687505397,4.242523474,13.86578135
7/9/1997,25.36206897,0.604262618,2.955613447,11.829334
7/10/1997,24,0.754841196,2.865933789,12.12935965
7/11/1997,18.5,0.896113857,4.004519868,16.0800153
7/12/1997,8,0.8379185,3.373707697,14.82132309
7/13/1997,22,0.787410929,4.65695525,14.65317422
7/14/1997,35,1.037594945,5.511430986,15.56598332
7/15/1997,38.5,0.921541222,5.171483284,15.48129786
7/16/1997,19.12189804,0.921045296,3.924284135,14.7958465
7/17/1997,22,0.84396863,3.947953792,14.40827609
7/18/1997,27,0.811143537,4.690240111,14.72286445
7/19/1997,26,0.844872685,3.757881819,11.18257424
7/20/1997,17,0.7875035,3.031829403,10.14580743
7/21/1997,22.43859649,0.749757667,3.261801264,12.03950173
7/22/1997,11,0.618403111,3.053895125,11.87527218
7/23/1997,15.5,0.585586074,2.591689583,9.981228739
7/24/1997,19.12189804,0.548006,2.456011167,9.765173478
7/25/1997,19.12189804,0.693796696,3.368226792,9.664735182
7/26/1997,19.12189804,0.729396321,3.789205931,10.91992386
7/27/1997,33.05357143,0.600569304,3.77145875,8.81060219
7/28/1997,19.12189804,0.647418446,3.669812583,10.49280109
7/29/1997,19.12189804,0.582215179,2.540877903,8.937608739
7/30/1997,20.66666667,0.659214304,3.443630278,12.26093596
7/31/1997,18.5,0.767050482,4.744503068,15.85511739
8/1/1997,21,0.868979074,4.8074094,16.85969961
8/2/1997,24.24193548,0.696477481,5.388472714,12.68233309
8/3/1997,16.5,0.67774537,4.725301943,10.54350978
8/4/1997,12,0.870990589,3.174129639,12.89876696
8/5/1997,41,0.860664439,2.788430649,10.57669604
8/6/1997,42,0.835419526,3.548674,11.80021838
8/7/1997,30,1.002484879,4.03488473,15.18523163
8/8/1997,25.42622951,1.096853431,4.779172581,18.02463646
8/9/1997,27.33333333,0.838387069,3.814738932,12.85786529
8/10/1997,23,0.695380379,3.572655068,9.275166083
8/11/1997,30.33333333,0.729020448,3.833737446,10.51820279
8/12/1997,25.33333333,0.689685448,4.244339392,11.02943758
8/13/1997,28.66666667,0.72754731,2.481475581,10.52202196
8/14/1997,22.98412698,0.726164776,2.889500459,11.491724
8/15/1997,68.5,0.701384483,2.972480622,10.98013696
8/16/1997,33,0.650509397,2.782805189,8.443399522
8/17/1997,15.5,0.548550741,2.952239649,7.439199174
8/18/1997,17.5,0.631851914,2.799324014,9.685259478
8/19/1997,24,0.677556414,3.61046277,11.71652209
8/20/1997,18,0.74142131,2.730302203,12.34284896
8/21/1997,26.66666667,0.738074879,3.34433773,9.990490913
8/22/1997,22,0.782078172,3.707927892,11.44996065
8/23/1997,18.66666667,0.651073172,3.824862095,11.87613591
8/24/1997,17.5,0.587093983,3.007612568,10.29583639
8/25/1997,30,0.812597328,3.806654541,13.06461878
8/26/1997,23.35,0.756533304,4.436134943,13.5226637
8/27/1997,41.66666667,0.680718776,3.371457347,12.63534161
8/28/1997,33.25,0.725526105,2.843113472,13.11487422
8/29/1997,40.33333333,0.841302483,3.059834042,11.40713617
8/30/1997,26,0.644400852,2.757924414,10.43068539
8/31/1997,37,0.632272232,3.126324686,9.54577813
9/1/1997,20.49180328,0.619663107,3.875097629,9.750740348
9/2/1997,48,0.883794241,3.523151264,12.13637365
9/3/1997,23.5,0.798990534,2.874668361,9.773172957
9/4/1997,10.66666667,0.636166351,3.648450143,10.51581459
9/5/1997,19.5,0.672576569,4.430841886,13.1377415
9/6/1997,26,0.715961446,4.784622871,15.58599309
9/7/1997,23.74576271,0.621289357,5.444402543,12.11013664
9/8/1997,26,0.771887357,4.324168971,13.57536495
9/9/1997,25,0.691684897,2.111142443,10.29367618
9/10/1997,24.75,0.673571276,2.269158429,7.879020136
9/11/1997,20.66666667,0.638279397,2.018993871,9.244816957
9/12/1997,29.66666667,0.908850786,4.078151056,14.12867113
9/13/1997,20.25396825,0.765848268,4.220595722,10.96546157
9/14/1997,14,0.602529821,3.112340431,9.423101696
9/15/1997,25,0.847738328,3.664368417,14.32350861
9/16/1997,25.25,0.914176155,4.145167625,14.05939596
9/17/1997,38.33333333,0.873125862,3.942735597,14.1042767
9/18/1997,43.33333333,0.914374448,4.272649431,13.67233326
9/19/1997,30.87096774,1.002339155,4.986733375,16.44190222
9/20/1997,45.33333333,0.749106672,4.621665986,10.31536696
9/21/1997,26.33333333,0.570055138,4.019106486,7.129339957
9/22/1997,26.66666667,0.705440879,5.218439667,12.18627804
9/23/1997,27.33333333,0.643513759,5.447779514,12.70563891
9/24/1997,14,0.609771448,3.08722525,10.78314692
9/25/1997,18.01612903,0.801196224,3.673755347,12.6969445
9/26/1997,16,0.763738276,4.152087819,12.31165933
9/27/1997,16,0.708879897,3.604706873,10.44067038
9/28/1997,12,0.602745448,2.312851889,8.048958417
9/29/1997,16.5,0.672173207,2.623307583,10.13186942
9/30/1997,19.66666667,0.721130103,3.843854972,12.13604171
10/1/1997,19.50793651,0.734022121,3.531160912,12.39128235
10/2/1997,26.66666667,0.804466776,4.800424368,14.38503235
10/3/1997,30.66666667,0.862608483,5.893217603,18.52727357
10/4/1997,26,0.773347741,3.726280647,12.96778509
10/5/1997,26.33333333,0.722570017,4.005847353,12.08000664
10/6/1997,43.66666667,0.968426638,5.289790015,17.01757332
10/7/1997,25.40625,0.898201483,5.364470779,16.69247562
10/8/1997,24,0.794445397,3.763983544,14.50670155
10/9/1997,23.66666667,0.775175397,3.660399956,12.34827574
10/10/1997,24,0.702164638,3.954248588,12.36903782
10/11/1997,19,0.604367052,3.332970227,9.971434455
10/12/1997,23.33333333,0.667084362,3.499434779,9.949243591
10/13/1997,21.22580645,0.7510245,3.305757176,11.85393155
10/14/1997,26.33333333,0.667374586,3.040311574,10.28073214
10/15/1997,14.5,0.715627431,3.649852912,10.93802655
10/16/1997,15,0.760533241,3.90238003,11.72754891
10/17/1997,20,0.928976172,4.833730045,16.13565613
10/18/1997,13.33333333,0.93354881,3.661022,15.00092948
10/19/1997,15.41935484,0.654741362,3.521620844,12.89541587
10/20/1997,23.33333333,0.858280241,5.435745061,16.27524083
10/21/1997,19,0.803637879,4.738707242,15.97384352
10/22/1997,21.66666667,0.873084879,4.93618725,16.02264157
10/23/1997,20,0.824886379,5.975601721,17.23426048
10/24/1997,26,0.914648724,6.092668671,18.27066083
10/25/1997,14.69354839,0.666757179,3.3086583,12.89150126
10/26/1997,12,0.616805786,3.423552914,10.10513557
10/27/1997,13.33333333,0.636319259,4.193389472,10.04003996
10/28/1997,21.6,0.684007828,4.522359236,11.97655526
10/29/1997,26.66666667,0.990247155,8.369421931,19.913855
10/30/1997,28,1.075466552,9.103527792,20.27664257
10/31/1997,21.58064516,1.114929603,4.914360264,17.82016383
11/1/1997,8.333333333,0.621561086,2.005730931,10.20255987
11/2/1997,9.333333333,0.568037845,2.239258458,8.300945217
11/3/1997,14,0.764657259,3.79574225,15.59460252
11/4/1997,16.33333333,0.809266569,4.541312958,15.66925157
11/5/1997,21.66666667,0.909459483,7.250094944,14.43428809
11/6/1997,18.27118644,1.004363586,6.317883306,17.54557887
11/7/1997,16,0.670037414,2.984328667,13.85830896
11/8/1997,12.66666667,0.566416828,3.607239543,11.46016448
11/9/1997,10,0.626455241,3.520751771,10.08677313
11/10/1997,21.33333333,0.814890586,4.670222319,15.05422335
11/11/1997,21.66666667,0.887356293,6.360282139,16.5803543
11/12/1997,20.43859649,0.841991259,5.873611875,16.43780257
11/13/1997,11,0.676255328,5.306275806,14.44469232
11/14/1997,7.5,0.735362466,3.146416542,13.03254873
11/15/1997,10.5,0.754016707,4.810532778,13.075387
11/16/1997,13.5,0.643974879,5.210141069,9.409593182
11/17/1997,21.33333333,0.674934793,7.280200153,15.23924635
11/18/1997,22.84210526,1.079935828,10.08667811,22.91236339
11/19/1997,37.33333333,1.392225362,12.59356187,27.48641341
11/20/1997,29,1.142232069,10.69362304,25.61508074
11/21/1997,21,1.141904086,7.656368306,23.51112904
11/22/1997,15,0.902405069,3.373936722,16.09815687
11/23/1997,20,0.993462672,6.158058389,15.93618457
11/24/1997,17.82142857,0.714811086,6.170642181,11.4796403
11/25/1997,23,0.687379683,8.024839542,16.94967457
11/26/1997,21.5,0.890467933,8.669239597,18.73650541
11/27/1997,14.5,0.701844817,4.677336958,9.099497727
11/28/1997,19,0.8532639,6.002124222,14.43587195
11/29/1997,12,0.82842395,5.237052819,12.003335
11/30/1997,13.94827586,0.860320067,5.485614347,12.71044145
12/1/1997,15,0.709932983,4.193432114,10.50808014
12/2/1997,17,0.863380583,5.939094943,11.48162791
12/3/1997,25.25,0.949462333,8.180584314,15.71926109
12/4/1997,17,1.02582275,6.354801544,17.32830641
12/5/1997,11,0.857344167,7.318894943,15.10096071
12/6/1997,12.21311475,0.629737083,6.397539899,12.48817935
12/7/1997,12.33333333,0.644800017,7.239443232,11.9244384
12/8/1997,21,0.957072833,6.135727357,16.65634062
12/9/1997,24,1.22778845,9.042302735,19.037484
12/10/1997,19,1.0921062,7.798479471,17.692962
12/11/1997,22.66666667,1.0068992,6.543569941,15.74530671
12/12/1997,20.23728814,1.0222744,9.873455294,17.5045681
12/13/1997,16,0.834281383,8.599826074,14.07911967
12/14/1997,13.66666667,0.66237015,5.980363618,10.47375852
12/15/1997,15.33333333,0.931466583,9.258312956,16.71179267
12/16/1997,23.66666667,1.242534567,12.31871676,25.07662014
12/17/1997,23,1.3017458,15.25928354,29.35299024
12/18/1997,29.22807018,1.258144467,9.480725324,25.77216795
12/19/1997,32.75,1.308509783,13.32812841,30.17573145
12/20/1997,23,1.195420917,8.945071667,19.0656872
12/21/1997,23.5,0.832740552,5.014216697,11.39957675
12/22/1997,17.66666667,0.904269466,8.237890157,18.88182805
12/23/1997,15.66666667,0.98535515,5.679083586,14.506672
12/24/1997,15.46551724,0.917513433,6.081647329,12.66352685
12/25/1997,9,0.705685367,3.686684057,9.0998097
12/26/1997,10.33333333,0.884180783,6.436121543,12.06976125
12/27/1997,9,0.75678745,6.551081265,11.9671681
12/28/1997,10.66666667,0.707895517,6.213872662,9.0360507
12/29/1997,9.333333333,1.016734617,6.975254299,15.832607
12/30/1997,13.48214286,0.669270672,5.945460941,11.6943728
12/31/1997,11,0.808318883,5.048960071,10.3579775
1/1/1998,12.33333333,0.522352233,7.033345152,8.882898105
1/2/1998,21.66666667,0.757326233,9.854180773,16.0087745
1/3/1998,19,0.756823683,8.775605076,17.42105985
1/4/1998,17.66666667,0.788442033,6.637659621,11.9099184
1/5/1998,18.5,0.968473683,5.226532682,13.1500523
1/6/1998,18,0.907173833,4.579693,12.832981
1/7/1998,14.5,0.808523917,3.495137015,9.922845
1/8/1998,10.66666667,0.7525277,2.876520606,8.603705905
1/9/1998,12.66666667,0.902377817,3.163368364,10.82877186
1/10/1998,14.33333333,0.895694417,6.530678303,14.10727219
1/11/1998,16.63461538,0.966938417,8.155546939,14.53063948
1/12/1998,32.5,1.034781733,6.410938515,14.95362819
1/13/1998,20.75,0.828979167,4.961896364,14.75291133
1/14/1998,18,0.796606433,6.507268242,11.6514739
1/15/1998,15.5,0.884734983,5.840052833,16.31129619
1/16/1998,8.333333333,0.72798565,3.920871621,13.25041105
1/17/1998,15.73584906,0.824045867,5.890430879,13.33682815
1/18/1998,13,0.965280833,6.837087682,14.7386288
1/19/1998,13.66666667,1.036573133,6.914761656,17.43200185
1/20/1998,18.66666667,0.934278617,7.516380159,13.7347151
1/21/1998,17.33333333,0.87966785,6.976175591,13.23882671
1/22/1998,25,0.820818133,6.626887515,15.20598243
1/23/1998,14.22222222,0.805615883,3.703164848,13.95764636
1/24/1998,8.333333333,0.78030195,5.493463712,13.34628509
1/25/1998,13,0.6536992,6.880521227,9.915861091
1/26/1998,20,1.022144133,7.498647061,14.93080268
1/27/1998,11.66666667,0.79903855,5.493131061,16.78874209
1/28/1998,12,0.61553145,5.359270136,12.17562386
1/29/1998,19.42307692,0.923762883,7.119805045,18.64161809
1/30/1998,18.75,1.02990015,7.721164485,19.65291964
1/31/1998,15.66666667,0.800798717,5.991941439,14.43767282
2/1/1998,16,0.862968433,7.654654364,15.55094705
2/2/1998,21,0.9196185,8.221353303,18.60001318
2/3/1998,20.33333333,0.918441845,8.249419,20.53860029
2/4/1998,14.97916667,0.637136793,5.400192955,15.071653
2/5/1998,9.333333333,0.642317845,5.138716894,11.90363667
2/6/1998,20,1.010428621,8.135091515,18.25073929
2/7/1998,18.5,0.73109069,6.957842,17.65296629
2/8/1998,13.66666667,0.625571586,6.091134182,14.03608433
2/9/1998,27.33333333,0.969950534,8.88191553,21.35290876
2/10/1998,27.42,1.211389121,9.109873121,24.21152071
2/11/1998,18.66666667,0.707915603,4.646692667,17.85255295
2/12/1998,14.33333333,0.739792172,4.828027561,14.77713338
2/13/1998,20.66666667,0.890830966,4.910311879,15.13227424
2/14/1998,19,0.610847397,4.699583318,10.269522
2/15/1998,20,0.523785259,6.906022955,10.91119686
2/16/1998,19,0.59220569,6.521894864,15.92237752
2/17/1998,7,0.540238897,5.093315439,12.22584543
2/18/1998,16,0.758868586,3.784495364,15.31959
2/19/1998,14.66666667,0.920991897,5.555439727,16.1686201
2/20/1998,19.5,0.865788931,6.954819227,16.15192919
2/21/1998,14,0.613268345,6.682767864,11.55552095
2/22/1998,16.25531915,0.559137351,4.509163879,10.28665224
2/23/1998,11.33333333,0.616127589,3.887528652,14.18930643
2/24/1998,9.75,0.639168362,5.423488515,10.3594071
2/25/1998,12.25,0.73583965,4.858628106,12.15626252
2/26/1998,21.66666667,0.8413502,5.716104076,13.47902981
2/27/1998,17.66666667,0.857185383,5.182963788,16.42231871
2/28/1998,19.36538462,0.773032172,4.508105167,16.15410382
3/1/1998,14.75,0.775425845,4.260045015,13.33038457
3/2/1998,19.66666667,0.811356804,5.682625955,17.61444332
3/3/1998,12.5,0.709789724,5.423130561,15.18273962
3/4/1998,19,0.724518897,6.284708576,16.49308059
3/5/1998,20,0.8709985,4.897726121,15.92144268
3/6/1998,17.21568627,0.720168862,5.541813758,14.44545759
3/7/1998,19.5,0.58874,3.832833,12.49036559
3/8/1998,12,0.499072276,2.434599076,7.674621136
3/9/1998,14,0.54111719,2.218699273,10.11987109
3/10/1998,11.33333333,0.52248105,5.298035712,9.473002455
3/11/1998,12.33333333,0.5348515,4.765899773,8.977771909
3/12/1998,16.71698113,0.565633633,6.059692833,10.48566136
3/13/1998,20.33333333,0.675652183,6.746479955,15.29531445
3/14/1998,19,0.64644025,4.819846788,11.7702075
3/15/1998,21.33333333,0.590277767,5.750333167,10.30052245
3/16/1998,30,0.677668533,5.610645121,12.55862686
3/17/1998,19.33333333,0.658163983,5.876400303,14.0880365
3/18/1998,21.9245283,0.657605333,2.882684894,16.03882945
3/19/1998,9.333333333,0.8721975,4.039088328,15.57427532
3/20/1998,13.33333333,0.800898833,3.866279203,14.29573341
3/21/1998,7.666666667,0.528798283,2.794833781,8.509337955
3/22/1998,14.33333333,0.5526842,4.572401031,9.076639095
3/23/1998,29.33333333,0.684184883,6.493665515,14.88543377
3/24/1998,20.75471698,0.765870133,5.914747742,17.45827091
3/25/1998,33.75,0.681136817,6.030520545,14.11638732
3/26/1998,36.66666667,0.598493867,4.571575879,12.99378564
3/27/1998,49,0.641587367,4.832018803,14.92644968
3/28/1998,32.66666667,0.52933575,4.788146106,11.78623191
3/29/1998,14.66666667,0.55558875,3.481086682,9.754199591
3/30/1998,22.09615385,0.668278767,4.217579667,14.46051177
3/31/1998,24,0.554063567,4.833695403,11.60529433
4/1/1998,18,0.563203119,2.705292129,8.829762
4/2/1998,17,0.667050603,3.801792409,10.71596138
4/3/1998,18,0.759845281,3.556549894,12.30442619
4/4/1998,18,0.647796672,3.554353758,9.412094667
4/5/1998,16.48979592,0.559226845,3.288570152,6.503203095
4/6/1998,16,0.716346603,3.996504833,12.10192305
4/7/1998,21.5,0.702281207,4.273343045,14.61269271
4/8/1998,27.5,0.715451,5.174254864,15.41471533
4/9/1998,14,0.614698875,2.987464288,11.66647209
4/10/1998,10.66666667,0.619406143,3.747106636,9.690288
4/11/1998,17.27083333,0.611707429,3.632211045,10.731009
4/12/1998,18.66666667,0.628183179,4.853980833,12.74851182
4/13/1998,24.66666667,0.68338187,5.561181063,15.94606719
4/14/1998,24,0.57364619,4.570398438,13.95940224
4/15/1998,20,0.685086914,5.052324818,13.48100752
4/16/1998,27,0.555088121,3.890577364,14.21343064
4/17/1998,20.44897959,0.54865169,2.951489591,11.52571659
4/18/1998,17,0.466936724,3.855901641,8.036945524
4/19/1998,13,0.461725362,2.313100875,8.186335381
4/20/1998,10.5,0.576153948,3.019355109,9.106452762
4/21/1998,21,0.757858034,3.423990078,15.22328467
4/22/1998,18.33333333,0.636134552,3.494487875,15.67857224
4/23/1998,18.67307692,0.589162845,3.448053219,15.73922457
4/24/1998,18,0.625996397,3.961081636,13.68462977
4/25/1998,20.66666667,0.572306069,4.610983682,12.54106276
4/26/1998,19,0.505798121,3.365173833,11.32470667
4/27/1998,23.33333333,0.528361845,3.126179379,9.002073476
4/28/1998,22.66666667,0.557521379,3.712478879,10.59417041
4/29/1998,20.17647059,0.549239017,3.970633848,13.6108455
4/30/1998,22.33333333,0.641166638,5.103959409,16.11857705
5/1/1998,16,0.650644589,2.689710094,15.86690548
5/2/1998,15,0.607568444,1.799968422,10.35844365
5/3/1998,18,0.653297778,2.489119875,10.18236709
5/4/1998,17.66666667,0.606462333,2.061433531,10.63690026
5/5/1998,19.46296296,0.614902741,2.284402281,11.18828495
5/6/1998,23.75,0.68191763,3.122815469,12.26225595
5/7/1998,26.66666667,0.674669,3.096098156,13.56711529
5/8/1998,21.66666667,0.60089487,2.457842391,10.71562309
5/9/1998,19.33333333,0.546568074,2.132685109,7.571894909
5/10/1998,20,0.523721759,1.950554844,7.515645545
5/11/1998,20.68518519,0.644998,2.149128797,11.18002509
5/12/1998,22,0.627448111,2.612933453,11.16576796
5/13/1998,27.33333333,0.676463269,3.310108672,12.90402113
5/14/1998,31.33333333,0.780261926,5.019815984,17.25320991
5/15/1998,36.66666667,0.795453593,7.039101969,20.15183441
5/16/1998,40.66666667,0.716046963,5.113882141,16.54117255
5/17/1998,26.40384615,0.539962444,3.987124766,10.75288218
5/18/1998,43.66666667,0.731767019,3.715162688,13.22315683
5/19/1998,48.66666667,0.727968963,6.157691578,15.279656
5/20/1998,56.66666667,0.704668481,4.413624141,14.5008987
5/21/1998,56.33333333,0.730828778,4.861889387,12.99620883
5/22/1998,41.66666667,0.611861222,3.972948919,10.48279774
5/23/1998,28.24074074,0.605612593,2.943377156,10.74747952
5/24/1998,32.66666667,0.609269315,3.628827375,9.617123565
5/25/1998,38.66666667,0.531463944,3.686347953,9.398156913
5/26/1998,36.66666667,0.60779637,4.121098813,12.08167267
5/27/1998,32.33333333,0.631036167,3.923811453,15.08548746
5/28/1998,32.33333333,0.801086556,4.393640766,14.56539929
5/29/1998,28.33333333,0.856791333,5.284516859,15.18946654
5/30/1998,23,0.829947093,3.861838766,12.88631275
5/31/1998,22.66666667,0.64932563,3.942457438,9.696262917
6/1/1998,27.66666667,0.669689228,2.822265576,10.75795622
6/2/1998,27,0.66723525,2.969317515,12.38056523
6/3/1998,23,0.606626804,4.521515559,8.898706696
6/4/1998,18.04081633,0.609145857,3.562400109,9.992775174
6/5/1998,20.5,0.619493107,3.375826455,9.379726957
6/6/1998,13,0.565039768,4.061194212,7.315052609
6/7/1998,14,0.532894518,4.445049952,7.992157304
6/8/1998,16,0.586079857,3.848170109,9.140376565
6/9/1998,21,0.608500898,3.656406591,11.90669813
6/10/1998,20.14,0.604301536,3.082588044,10.98862996
6/11/1998,25,0.58525381,2.915819103,11.49017022
6/12/1998,23.5,0.624875931,2.285873794,9.907410261
6/13/1998,25.5,0.729249421,2.39681525,10.36635373
6/14/1998,23.5,0.559000089,3.664079794,6.94029613
6/15/1998,37.5,0.680715196,2.369738941,11.07518052
6/16/1998,23.4,0.668839196,3.016240371,11.42909926
6/17/1998,34.66666667,0.669614259,4.0344151,10.60258813
6/18/1998,38.66666667,0.680738536,5.423071614,11.93659622
6/19/1998,36.66666667,0.882054268,4.400379632,13.7884105
6/20/1998,27.5,0.77472887,5.304960941,10.53590255
6/21/1998,32.5,0.740104365,4.315304176,8.750104818
6/22/1998,48.84,0.767355661,3.215397457,11.27476343
6/23/1998,47.33333333,0.742053411,3.310418657,11.31747422
6/24/1998,46,0.799386482,4.493231786,12.51421332
6/25/1998,51.75,0.931652833,4.591240882,15.07316409
6/26/1998,46,0.802024654,5.245362044,15.54738286
6/27/1998,33.33333333,0.693632423,5.416134167,10.15222886
6/28/1998,33.04,0.609599396,3.263563424,8.911965048
6/29/1998,40.33333333,0.720297815,4.392779621,13.436064
6/30/1998,42,0.682521815,3.412378882,12.99151862
7/1/1998,38.5,0.530380898,4.051357706,10.82322055
7/2/1998,29,0.706982268,4.874861986,13.115204
7/3/1998,34,0.785704196,5.287956886,15.09638995
7/4/1998,58.54901961,0.77101775,4.789810714,12.76157538
7/5/1998,18.66666667,0.621965071,3.361162786,7.700483048
7/6/1998,29.33333333,0.680805107,5.061630235,11.33451618
7/7/1998,31.5,0.657924018,3.021142279,12.4420555
7/8/1998,21.5,0.791630321,2.956744059,13.74721652
7/9/1998,33.75,0.851516911,4.554984444,12.29397715
7/10/1998,28.98181818,0.723839518,3.645479214,12.12006575
7/11/1998,27.25,0.538300518,3.332819743,8.36041665
7/12/1998,20.25,0.515029768,3.300426643,9.05054355
7/13/1998,18.25,0.660064268,4.235720271,14.2817934
7/14/1998,19,0.71131239,4.246287829,13.89097437
7/15/1998,18.66666667,0.811425763,3.841844457,12.88840262
7/16/1998,26.54,0.78794125,4.468924686,13.01010371
7/17/1998,35.5,0.744001196,4.051761443,13.95008624
7/18/1998,27,0.660093196,3.782000871,9.806300571
7/19/1998,15,0.650242643,3.288396843,10.8752717
7/20/1998,24,0.597521857,3.633441629,11.39176543
7/21/1998,26.25,0.690299875,4.369505629,12.97766319
7/22/1998,39.27777778,0.676039315,5.002503543,12.13704495
7/23/1998,38.5,0.652891981,3.909846514,12.48171938
7/24/1998,39.75,0.599382741,3.785121157,9.553644091
7/25/1998,33.75,0.562211667,3.584719271,9.015563227
7/26/1998,24.5,0.547749296,3.393465657,8.777420955
7/27/1998,24.5,0.590684679,3.283713543,10.84575845
7/28/1998,43.79245283,0.608687107,3.184927857,8.993923619
7/29/1998,39.33333333,0.650936375,3.970318571,11.45253552
7/30/1998,38.66666667,0.641339466,4.178531571,12.73588818
7/31/1998,24,0.750421397,2.9591123,11.70087777
8/1/1998,10.75,0.748709483,3.846169014,11.03293814
8/2/1998,11.5,0.627919052,4.6379599,11.39500236
8/3/1998,20.26,0.692952707,4.960134657,14.33258982
8/4/1998,18.5,0.771194259,4.928174986,16.12491704
8/5/1998,18.75,0.807522086,4.072974914,18.28642622
8/6/1998,14.33333333,0.816970931,4.172845557,16.16279548
8/7/1998,15.33333333,0.606813828,2.577967157,11.9349093
8/8/1998,10.66666667,0.571292379,2.207867143,8.687768565
8/9/1998,13.62745098,0.508161569,2.588002786,6.766433348
8/10/1998,11,0.565020655,2.933722132,8.63570687
8/11/1998,17.33333333,0.665155397,4.151738956,10.77612635
8/12/1998,18.66666667,0.721593914,3.216582309,10.53970474
8/13/1998,24,0.726970845,3.659067957,12.73816235
8/14/1998,22.75,0.653350638,2.481210529,12.79909413
8/15/1998,18.66666667,0.594805724,2.716231294,11.65276835
8/16/1998,17.5,0.585875724,3.766669424,11.05096091
8/17/1998,19.75,0.626874034,2.475965765,10.93251274
8/18/1998,17.75,0.646574741,3.827328957,11.16253617
8/19/1998,16.66666667,0.542685879,2.925168514,8.948081304
8/20/1998,16,0.566911052,5.009178214,12.32241648
8/21/1998,20.88679245,0.681603086,6.029525486,17.26292113
8/22/1998,18.33333333,0.644123207,5.727506986,12.09144609
8/23/1998,17,0.573288621,3.773029912,10.14019087
8/24/1998,32.25,0.623237857,5.247744029,13.58078152
8/25/1998,33.25,0.620816345,6.178427721,15.33261852
8/26/1998,38.25,0.691590914,3.889057141,12.30051509
8/27/1998,30.33333333,0.638956807,4.086739621,13.40833087
8/28/1998,33.6,0.607502103,3.99726303,11.54993896
8/29/1998,34.75,0.575235552,5.476628422,10.60339691
8/30/1998,35.5,0.589574862,5.107440875,11.27159591
8/31/1998,34.66666667,0.716218034,4.787604906,16.2894217
9/1/1998,34.25,0.725468,4.522804875,16.19567361
9/2/1998,27.9,0.736510982,3.595227625,12.75373226
9/3/1998,19,0.615470111,5.478215726,15.73199435
9/4/1998,23.2,0.779267411,4.939148813,16.36100848
9/5/1998,22,0.645938518,4.116456,11.2542103
9/6/1998,23.75,0.546917018,5.279133891,11.53473548
9/7/1998,24.75,0.546655125,4.653494063,10.98286622
9/8/1998,15.67391304,0.600007964,4.195828532,8.825504913
9/9/1998,14.75,0.691878375,4.221093452,9.273193348
9/10/1998,20.25,0.710530161,3.704612113,10.52854739
9/11/1998,24.5,0.663901821,5.439700188,15.91454365
9/12/1998,26.25,0.637852661,6.804922813,16.88171792
9/13/1998,23.75,0.533549143,4.279422656,8.377868417
9/14/1998,22.75510204,0.558917696,2.836537953,11.88798171
9/15/1998,27,0.584651286,3.975859682,13.0749363
9/16/1998,29.33333333,0.718331304,4.241728167,13.23238304
9/17/1998,22.5,0.745200309,4.986600773,15.96082305
9/18/1998,19.4,0.751423431,3.542310409,12.15014405
9/19/1998,13.75,0.696711069,2.407211091,10.11469195
9/20/1998,17.21568627,0.68296531,2.678499667,10.10416664
9/21/1998,19,0.702894345,3.321269985,12.21042718
9/22/1998,18.75,0.788787017,2.776862379,12.68195586
9/23/1998,17,0.739331446,4.312095059,11.80730639
9/24/1998,24.5,0.693401175,5.12960575,16.93462547
9/25/1998,26.25,0.708793875,3.990525781,20.57266305
9/26/1998,32.41176471,0.830882382,6.661391929,17.17931133
9/27/1998,28.25,0.587398765,4.52024813,11.46708944
9/28/1998,24,0.573893548,3.693695387,10.626805
9/29/1998,15,0.62674763,4.850564516,15.70169514
9/30/1998,18.25,0.616619571,3.430357875,15.12317905
10/1/1998,15.75,0.569010907,3.44187903,11.23678023
10/2/1998,16.25,0.6446,4.349849191,12.74605409
10/3/1998,22.25,0.734600963,3.750275162,13.63257577
10/4/1998,16.66666667,0.74969137,3.542340676,11.58272682
10/5/1998,21.75,0.890420328,4.922791943,13.19345577
10/6/1998,22.25,0.740116603,4.051944586,12.85066609
10/7/1998,15.75,0.674800862,3.257565514,13.03926796
10/8/1998,12.86,0.70606005,2.7198877,12.64506309
10/9/1998,20.57142857,0.81690245,3.442437614,10.30040952
10/10/1998,21.66666667,0.765416683,3.577191271,8.943346478
10/11/1998,22,0.728958383,3.2104252,7.807477
10/12/1998,27.25,0.786041617,3.699677257,10.33791717
10/13/1998,23.75,0.761754583,3.148539486,12.16255957
10/14/1998,20.19607843,0.760880433,4.242984,12.82445739
10/15/1998,38.75,0.8342378,4.9925425,12.94590465
10/16/1998,31.8,0.885034717,5.128534515,14.16097195
10/17/1998,25.5,0.818339367,5.602918765,15.09709236
10/18/1998,24.25,0.555633967,4.044360809,13.19589927
10/19/1998,25.5,0.754592967,3.960093809,13.7652977
10/20/1998,16.25490196,0.739634683,5.307443353,13.63070496
10/21/1998,17,0.75396715,5.843884529,13.6708639
10/22/1998,19.25,0.677263033,4.565861618,11.54151976
10/23/1998,23.5,0.676917683,5.551782191,15.0759441
10/24/1998,23,0.691649948,6.361686647,16.90070743
10/25/1998,22.75,0.741133121,7.746542794,15.86821514
10/26/1998,22.25490196,0.858157328,4.902435,18.05764105
